Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
2841000	-1114.526	-1174.243	59.71722	2	3.158474	0.0407027	0.0779455	0.0253443	4.2531e-05	0.00618237	0.000836254	0.036998	0.0242861	0.0215003	0.00950201	0.00173687	0.00976948	0.083047	0.000160436	0.0314128	0.0109879	0.00168071	0.000998156	0.000901678	0.133679	0.0334778	0.0154881	0.0172033	0.051999	0.0440374	0.0546723	0.007985	0.00745078	0.0257749	0.00368758	0.0229362	0.0165309	0.00973286	0.00562141	0.0185004	0.0280132	0.0857216	0.0122136	0.0105615	0.00876942	0.0054275	0.0137353	0.0121589	0.00483872	0.00733491	0.00640717	0.00993011	0.00430399	0.0244731	0.00415361	0.00311461	0.00116834	0.00328625	0.0163599	0.00674708	0.0188714	0.0141382	0.00370117	0.0209587	0.0347534	0.169233	0.177987	0.0089972	0.0368045	0.0486903	0.0228826	0.0425859	0.184486	0.0357394	0.00194991	0.0375967	0.00891733	0.092647	0.0355626	0.00283001	0.0947453	0.0534327	0.0931064	0.0604897	0.0192909	0.00584996	0.0139825	0.0295573	0.000502214	0.0565362	0.0899455	0.0201213	0.0468465	0.0380112	0.0922429	0.133801	0.0242509	0.286511	0.185465	0.057883	0.24252	0.0540949	0.00555726	0.00483111	0.00302297	0.0103598	0.111433	0.0279566	0.401162	0.739941	1.08319	1.7757	4	3.983209
2842000	-1148.29	-1196.784	48.49349	2	2.97658	0.00335459	0.00215555	0.0136088	0.0198026	0.0245229	0.0182726	0.0230534	0.0595259	0.0221812	0.0460337	0.00582481	0.0131519	0.072523	0.0138985	0.0148696	0.00445654	0.0161731	0.017848	0.0304733	0.179157	0.00137156	0.0157651	0.0133593	0.0432102	0.0879845	0.0431699	0.00663949	0.00195459	0.0391786	0.0205055	0.0242082	0.0325025	0.0118886	0.0153963	0.0019481	0.0206452	0.104972	0.0298531	0.00174414	0.0126624	0.029475	0.00751718	0.0172674	0.00485259	0.00288706	0.0191162	0.00305174	0.0382009	0.0266769	0.00119748	0.00242385	0.0147142	0.0480762	0.125375	0.00115841	0.0465373	0.0300323	0.0498336	0.0267578	0.0160668	0.333108	0.237955	0.0541848	0.0489608	0.0436697	0.0699934	0.0256198	0.102527	0.00436038	0.00830885	0.126071	0.0464251	0.164331	0.00204491	0.00117169	0.0206652	0.00328492	0.126831	0.0370143	0.0370961	0.0663724	0.00547692	0.104144	0.00600882	0.02066	0.0960371	0.0418113	0.00474895	0.00912553	0.0209566	0.178487	0.015962	0.187738	0.193545	0.136883	0.0497597	0.012163	0.251045	0.0183477	0.251979	0.0398233	0.0443717	0.0441773	0.387442	0.730223	1.0824	1.79994	4	4.93431
2843000	-1159.004	-1211.276	52.27211	2	2.180887	0.0049845	0.0300919	0.111572	0.00415445	0.00496585	0.015993	0.0193443	0.0165407	0.0233423	0.0126703	0.0114272	0.00442422	0.0356399	0.00408902	0.00201979	0.0210061	8.85712e-05	0.0345632	0.00949139	0.116757	0.0105467	0.000685304	0.0249638	0.0319648	0.0538216	0.035411	0.0366376	0.00552755	0.014024	0.0280455	0.0151927	0.0582261	0.0161563	0.0194503	0.00266794	0.0261843	0.107201	0.0300328	0.0403325	5.98095e-05	0.00676898	0.00397503	0.00331183	0.00770096	0.00250623	0.036205	0.00985784	0.012465	0.0176526	0.00950385	0.0247292	0.00676461	0.0348716	0.0996906	0.00814378	0.0272075	0.020806	0.0457568	0.0154964	0.018346	0.305874	0.0742801	0.0496893	0.00145336	0.019843	0.0220155	0.000304614	0.000827493	0.00586803	0.102251	0.246222	0.0137519	0.0192317	0.0340364	0.00860596	0.123235	0.103693	0.229216	0.0622372	0.0377162	0.0288644	0.0347159	0.0739332	0.0289337	0.0267863	0.0980886	0.0181504	0.0126426	0.0215112	0.00903968	0.0575119	0.000811391	0.416245	0.0752987	0.0663887	0.280891	0.0815637	0.0183775	0.0721194	0.00575471	0.0160922	0.151373	0.154012	0.313952	0.672966	1.07392	1.93916	4	4.661515
2844000	-1189.378	-1219.684	30.30628	2	1.139971	0.0353452	0.0656859	0.050212	0.0156763	0.0345829	0.00848204	0.0509575	0.0284661	0.0128113	0.0716942	0.00300089	0.00683872	0.305068	0.0089152	0.00741204	0.0609675	0.00294473	0.0127407	0.0103492	0.405524	0.00972698	0.0163169	0.0133595	0.00924743	0.056196	0.0998089	0.0162608	0.00844803	0.0651394	0.0333002	0.0590781	0.0139753	0.0116465	0.0673568	0.0218518	0.0241762	0.0742665	0.00868238	0.0212567	0.00105822	0.0256992	0.0104435	0.0926497	0.00505992	0.0111733	0.021574	0.0363318	0.00280939	0.0487683	0.00575256	0.0293064	0.0083084	0.0108265	0.103142	0.0214573	0.0113891	0.00116615	0.0264109	0.0679285	0.0533132	0.255789	0.0901741	0.018193	0.104335	0.10678	0.0104223	0.0570042	0.0280708	0.0693895	0.0939681	0.252961	0.0530627	0.00353109	0.0459401	0.0745489	0.0632995	0.105762	0.233721	0.18558	0.0867804	0.207869	0.0297833	0.0738303	0.0223298	0.00667719	0.121006	0.0628816	0.0188768	0.0332366	0.00514667	0.257911	0.00763728	0.533021	0.226911	0.407941	0.245783	0.0145201	0.00794919	0.00743971	0.0548897	0.029385	0.0808791	0.128249	0.164006	0.515128	1.01981	2.30106	4	6.945802
2845000	-1161.396	-1208.33	46.93402	2	1.852651	0.00382536	0.0243956	0.109676	0.0033589	0.0177521	0.00483976	0.0214661	0.0385151	0.00148827	0.0182481	0.00205648	0.00428842	0.0856384	0.00423306	0.0467438	0.0129636	0.00349906	0.000492066	0.0269568	0.160574	0.0325272	0.00144675	0.00814015	0.0470031	0.0428679	0.143066	0.00315627	0.0210687	0.00584884	0.017236	0.023628	0.0101673	0.00874221	0.00704637	0.0130358	0.0300759	0.10778	0.018929	0.02824	0.0224407	0.0227459	0.00418713	0.0235225	0.00909966	0.0038008	0.0336246	0.00956538	0.0430374	0.00238759	0.0395829	0.000595361	0.013646	0.00783211	0.0228255	0.0323143	0.103855	0.0264842	0.116158	0.0395892	0.108325	0.269688	0.288788	0.0165495	0.0761597	0.0376984	0.0163708	0.171449	0.0485715	0.0204912	0.0501612	0.274784	0.0725061	0.0237406	0.0221786	0.000787443	0.0306864	0.0280423	0.211113	0.0266908	0.0526649	0.0352344	0.00273098	0.0215398	0.0438274	0.0368808	0.076958	0.0268996	0.0205568	0.00872318	0.00688951	0.123451	0.00364991	0.481828	0.0968206	0.155797	0.12293	0.0384034	0.00887582	0.00494911	0.00455112	0.0884536	0.228706	0.0768699	0.275028	0.638371	1.06582	2.02078	4	5.301282
2846000	-1149.55	-1203.509	53.95857	2	1.412517	0.127299	0.0454236	0.0371764	0.0131212	0.104241	0.0391818	0.0248697	0.0083215	0.00363214	0.031221	0.00159487	0.00827863	0.0658715	0.00352547	0.0170945	0.00387344	0.00116151	0.0125497	0.0251358	0.211026	0.0189327	0.0432584	0.00551199	0.0574444	0.0275952	0.066708	0.0321728	0.0222486	0.0186092	0.0107654	0.0338131	0.0551343	0.0411808	0.011708	0.0378746	0.0151906	0.134721	0.0188548	0.045501	0.00285813	0.0178251	0.000691723	0.00149541	0.024435	0.0384828	0.0147182	0.0134725	0.0195747	0.00891377	0.00554854	0.00942836	0.00267154	0.00868891	0.0793395	0.00810098	0.0548001	0.0122832	0.142944	0.0598343	0.00244159	0.132014	0.182789	0.117188	0.0127518	0.0201215	0.0873756	0.122969	0.00140759	0.0252509	0.0244353	0.19747	0.00281991	0.000327389	0.0478149	0.00224608	0.132558	0.02853	0.219416	0.339993	0.00388513	0.031722	0.00661964	0.0766435	0.012351	0.00647006	0.0905328	0.0223273	0.02403	0.130598	0.0116986	0.0858681	0.010152	0.370755	0.0834403	0.0399518	0.0486896	0.0293931	0.0101798	0.0086532	0.0609723	0.000130429	0.159204	0.0373595	0.211486	0.573316	1.04484	2.17036	4	5.069476
2847000	-1164.173	-1207.149	42.9757	2	1.529624	0.0030902	0.0080852	0.0156928	0.0204051	0.0271087	0.00204312	0.11448	0.00825649	0.00736813	0.0685633	0.000452226	0.0368062	0.0996694	0.0500282	0.0659323	7.2824e-05	0.0414977	0.0109088	0.0278342	0.259398	0.0127044	0.011035	0.0352306	0.00185972	0.0522896	0.0655595	0.00967265	0.0269979	0.13419	0.00269905	0.0226561	0.00474988	0.0240898	0.0236296	0.00158449	0.0114683	0.0414784	0.0289081	0.00541548	0.00610565	0.0256785	0.00180364	0.00307059	0.0355016	0.00280607	0.0177444	0.00583844	0.00765845	0.0623605	0.00107619	0.0107889	0.00113268	0.029559	0.0265257	0.0643002	0.0506427	0.0540617	0.02076	0.0100029	0.00408693	0.359905	0.275698	0.0793401	0.0222203	0.0173065	0.0660159	0.244058	0.0389896	0.0221883	0.0237187	0.137447	0.000961277	0.0224461	0.0916644	0.0198359	0.28102	0.00209187	0.251506	0.2587	0.128489	0.000436698	0.0273135	0.0252895	0.0570906	0.0386405	0.102168	0.0449337	0.00081153	0.0210697	0.0119221	0.13606	0.0248609	0.303166	0.0785134	0.070935	0.0436205	0.0612771	0.231198	0.0036094	0.00851009	0.0524687	0.214943	0.0233343	0.229863	0.593414	1.05212	2.12461	4	5.751188
2848000	-1142.011	-1190.726	48.71475	2	1.771105	0.0236504	0.00764045	0.025313	0.00134401	0.0567988	0.00279151	0.0343395	0.0346227	0.00540053	0.0543807	0.00341527	0.00315879	0.0620853	0.0151532	0.0572481	0.00592144	0.00225903	0.0231585	0.0174402	0.113379	0.0101222	0.00284246	0.00171643	0.0207278	0.055643	0.0912143	0.00171881	0.00865533	0.0642624	0.00464623	0.0315206	0.0428007	0.0105904	0.00421751	0.00305811	0.0233667	0.146972	0.0607495	0.038891	0.00607449	0.025997	0.0119477	0.0139396	0.00867039	0.00443322	0.0147032	0.010979	0.00997552	0.01836	0.0135756	0.00580138	0.00397506	0.0471385	0.141246	0.00823424	0.0229337	0.0501455	0.0744424	0.0108074	0.149201	0.265891	0.240158	0.0286726	0.034151	0.0266637	0.0437832	0.12803	0.0164293	0.00681197	0.0167172	0.166784	0.0143357	0.00833419	0.00037487	0.0411821	0.00918852	0.0188296	0.164559	0.335441	0.0980775	0.106728	0.0136669	0.000573284	0.00577599	0.035905	0.0383832	0.00869874	0.00132431	0.0217507	0.103565	0.148719	0.031712	0.407073	0.14421	0.194553	0.0821053	0.0228619	0.206252	0.160551	0.0384958	0.020072	0.0439786	0.040368	0.264332	0.628235	1.06304	2.04439	4	5.367535
2849000	-1152.148	-1198.617	46.46942	2	1.162981	0.0200121	0.0375709	0.00573479	0.0263672	0.00878425	0.0197602	0.00583066	0.0202252	0.00592819	0.0408305	0.011017	0.0501543	0.0544692	0.00331028	0.0258023	0.0292392	0.0131723	0.0143889	0.0388698	0.24051	0.00868221	0.0372834	0.0229006	0.0337964	0.0863413	0.0881232	8.98949e-05	0.00615253	0.0366331	0.000819447	0.028409	0.0178587	0.00208877	0.0257847	0.00732869	0.0802377	0.18521	0.0394077	0.0246247	0.00259605	0.0360288	0.0245165	0.0163292	0.00726776	0.000518196	0.0120256	0.00437059	0.00473675	0.0318647	0.0207878	0.0132062	0.0124263	0.0261808	0.044976	0.207985	0.102898	0.016625	0.00199101	0.00702216	0.16564	0.401946	0.25146	0.017528	0.0699126	0.0362555	0.0102212	0.16292	0.0958669	0.0288308	0.0758938	0.149873	0.0240695	0.0155348	0.141218	0.00228893	0.0308572	0.00388512	0.244658	0.0634201	0.00748759	0.0235097	0.124678	0.00517492	0.00902873	0.0203805	0.478217	0.0593723	0.00951512	0.0135175	0.0064043	0.117556	0.0655696	0.0233507	0.0570116	0.00976951	0.0677605	0.135858	0.0113737	0.0745782	0.0747929	0.0736607	0.18527	0.00758042	0.16828	0.5208	1.02251	2.28841	4	5.651797
2850000	-1145.899	-1198.827	52.92828	2	2.184898	0.0245764	0.0610181	0.00910155	0.00852523	0.0252022	0.00435143	0.0180092	0.0454875	0.0480597	0.0319178	0.00368272	0.0239882	0.0154951	0.0305816	0.0333821	0.00166278	0.0061367	0.00181605	0.0221399	0.18189	0.00300487	0.0263023	0.00110357	0.00746068	0.172552	0.0989292	0.000445038	0.0100848	0.0489062	0.00293546	0.0294847	0.0216742	0.0115793	0.0349953	0.00747423	0.00841554	0.103121	0.0192834	0.00143924	0.00583587	0.0128888	0.00643338	0.00265632	0.00320781	0.0270675	0.00764013	0.024473	0.0145102	0.0185571	0.00584223	0.00110608	0.0119251	0.00677638	0.107713	0.00705196	0.0343144	0.0142626	0.00464999	0.0401096	0.0115883	0.184703	0.026495	0.00201283	0.0806942	0.00218911	0.0270218	0.178978	0.0841721	0.0348122	0.00239556	0.168529	0.0292592	0.019898	0.0255824	0.0247172	0.179022	0.0102196	0.155751	0.122142	0.0206149	0.00324568	0.0449832	0.00311966	0.000402548	0.00696036	0.208485	0.0798487	0.0266113	0.00931412	0.196605	0.12707	0.0542496	0.00113092	0.0111499	0.119287	0.0920948	0.0378691	0.0197377	0.073783	0.00716155	0.158051	0.223235	0.00391238	0.31439	0.673337	1.074	1.93828	4	4.462343
2851000	-1153.839	-1207.06	53.22103	2	1.844278	0.0375651	0.0565335	0.0261613	0.0381344	0.0112189	0.000204159	0.0688146	0.0440943	0.00926705	0.0392438	0.00778596	0.0707568	0.0414873	0.0212406	0.0226607	0.0409683	0.0362965	0.0126282	0.0471899	0.231337	0.0190326	0.0318332	0.0288845	0.00763176	0.0787459	0.0962099	0.0338173	0.0345465	0.0107802	0.00424752	0.0529269	0.0381071	0.00188296	0.0239956	0.00080694	0.0566126	0.0932985	0.00414695	0.00484543	0.00481671	0.00816961	0.00875142	0.0239805	0.0118912	0.0193241	0.0405723	0.00306593	0.027008	0.0186914	0.00699827	0.00291225	0.0372015	0.062065	0.0117337	0.0253077	0.0871506	0.00757838	0.0224545	0.0175351	0.0133136	0.0698574	0.167514	0.0316773	0.153805	0.108003	0.0322793	0.170008	0.0422972	0.0433671	0.0452262	0.107232	0.0205264	0.00853767	0.00589458	0.0187607	0.0109004	0.00834837	0.219343	0.00944836	0.000750951	0.0306729	0.0212992	0.106191	0.000270474	0.00539416	0.331808	0.014978	0.00462422	0.0275721	0.056294	0.212921	0.018854	0.0828117	0.00469493	0.145665	0.269521	0.0280402	0.188374	0.0376562	0.00922776	0.262964	0.0811204	0.0398084	0.27395	0.637362	1.06556	2.02313	4	5.201004
2852000	-1145.098	-1203.352	58.25434	2	3.318297	0.262088	0.0377766	0.0378359	0.00886214	0.0191859	0.00986908	0.107666	0.0562079	0.0122553	0.0190496	0.00649137	0.017132	0.0510436	0.0255191	0.0349326	0.010604	0.000480638	0.022255	0.0340644	0.359092	0.00173499	0.0168782	0.000996693	0.0161742	0.0215437	0.0254671	0.0152804	0.00605753	0.0175045	0.00366036	0.0259657	0.0145266	0.0320843	0.0484122	0.0348699	0.00905178	0.113944	0.0108935	0.0183182	0.00841535	0.0123609	0.00303803	0.016831	0.0169464	0.000349296	0.0293159	0.0107464	0.00787298	0.0186664	0.0100601	0.0141182	0.0170254	0.0423549	0.0854945	0.0278436	0.00624273	0.0754871	0.00229572	0.0443439	0.00214331	0.0797062	0.0160456	0.00169339	0.118616	0.0255516	0.00345696	0.115975	0.0096646	0.00418969	0.00592744	0.105019	0.0202392	0.0112204	0.0756606	0.00875165	0.0161839	0.0365356	0.0961656	0.0342722	0.0244748	0.00429932	0.023139	0.0765041	0.00707827	0.0124518	0.26174	0.00961015	0.0234331	0.0618767	0.0084158	0.144515	0.0212266	0.025545	0.00977637	0.0654236	0.317763	0.0481291	0.204263	0.00909437	0.00242145	0.0107263	0.287929	0.00153642	0.412479	0.747756	1.08369	1.75607	4	4.463974
2853000	-1129.389	-1185.537	56.14723	2	2.623153	0.169204	0.0750709	0.0536026	0.00308214	0.0174211	0.00725585	0.0424815	0.0450371	0.00265131	0.0487005	5.39576e-05	0.00140891	0.0315405	0.00858254	0.0072878	0.000117876	0.00814869	0.0210874	0.00250196	0.193693	0.0040019	0.00619025	0.00656815	0.0127374	0.0805709	0.0693753	0.00165305	0.00193431	0.0279383	0.0277299	0.016966	0.0442467	0.00760766	0.0163273	0.00288785	0.0196409	0.0688026	0.0160485	0.00662958	0.00789582	0.0114938	0.00181944	0.0120855	0.0106792	0.0117893	0.00564912	0.00416641	0.017251	0.011661	0.0136972	0.00206369	0.0373171	0.0361243	0.101194	0.0208151	0.00329699	0.0643091	0.0782443	0.00559407	0.000982431	0.0833752	0.167402	0.0136458	0.0888037	0.0650884	0.0335486	0.0975239	0.0156283	0.0158048	0.0982304	0.103378	0.0366189	0.0262248	0.0699732	6.1631e-05	0.214333	0.0118575	0.121286	0.0865064	0.00249986	0.0107232	0.0159009	0.138407	0.0161688	0.0086369	0.267114	0.0552466	0.0110958	0.0677749	0.0151061	0.144902	0.0195732	0.014837	0.0467292	0.363229	0.0337819	0.00307798	0.0306139	0.0231458	0.132859	0.00744648	0.0481741	0.0107464	0.35783	0.708269	1.0799	1.854	4	4.471998
2854000	-1140.735	-1199.278	58.54271	2	1.731511	0.0329698	0.057106	0.0524069	0.00860496	0.0176108	0.00318263	0.0335616	0.0223906	0.00519361	0.0219759	0.0177375	0.00115089	0.0368106	0.015823	0.0452397	0.00740142	0.0100266	0.00252411	0.0247691	0.117493	0.0239121	0.0741663	0.00335954	0.0146542	0.0463524	0.118587	0.00321615	0.00337243	0.0116242	0.019615	0.0141688	0.0547307	0.00750474	0.0546337	0.0159209	0.0145377	0.0857276	0.0207603	0.0273884	0.0144338	0.0112352	0.026107	0.012393	0.0207021	0.000898609	0.0302455	0.00326588	0.0234551	0.00349766	0.013012	0.0171178	0.00138713	0.0407282	0.00105036	0.00852944	0.0418691	0.0881907	0.0040174	0.0483631	0.0102473	0.361748	0.133585	0.0055364	0.0451214	0.0383228	0.0242313	0.0961774	0.0361774	0.0685476	0.00103938	0.0503334	0.0317855	0.0432779	0.0937635	0.00954441	0.152096	0.036239	0.0392488	0.0960491	0.0526957	0.0017946	0.0230451	0.163774	0.0269301	0.123163	0.353051	0.0457914	0.0339663	0.0029142	0.00488619	0.0744742	0.0242135	0.0231405	0.0850167	0.0924394	0.065244	0.0205896	0.0643041	0.0207752	0.0637555	0.0476915	0.00720491	0.0331442	0.258974	0.623046	1.06155	2.05643	4	4.385787
2855000	-1159.325	-1208.284	48.95946	2	1.710081	0.0270294	0.0282258	0.0234916	0.0064877	0.039116	0.000951041	0.0302084	0.0648328	0.0089376	0.0457668	0.0124084	0.0112355	0.0268405	0.00014491	0.0343599	0.0154425	0.00210125	0.0300343	0.0059773	0.164128	0.0103781	0.0192489	0.0150529	0.0187865	0.0701843	0.0731536	0.0246433	0.000300714	0.113087	0.0228055	0.0664837	0.0938253	0.0238961	0.000247078	0.00349318	0.0604686	0.0817499	0.135247	0.00502065	0.00219023	0.0139096	0.00013988	0.00589743	0.00326905	0.00237116	0.0182784	0.0342256	0.0164046	0.0174018	0.00126837	0.00459512	0.00202533	0.00924374	0.056152	0.0168783	0.0220935	0.00838068	0.034322	0.0336491	0.012799	0.235704	0.186986	0.051271	0.0960467	0.00363853	0.0142451	0.198426	0.0546773	0.0225867	0.099687	0.0579808	0.0617792	0.057138	0.0140084	0.00926351	0.100279	0.00580953	0.0908038	0.392128	0.0403802	0.0186063	0.0260669	0.0805478	0.00101452	0.13099	0.343973	0.128776	0.0483757	0.0182864	0.0235443	0.123681	0.0596153	0.0127336	0.0581041	0.173294	0.151668	0.0119555	0.0148749	0.00385513	0.0619554	0.190638	0.0557663	0.0298573	0.256029	0.620159	1.0607	2.06311	4	5.292304
2856000	-1145.65	-1196.8	51.15063	2	1.253717	0.0545948	0.0134567	0.0364375	8.35569e-05	0.0106197	0.000596552	0.0281901	0.0118333	0.0194591	0.0570457	0.0780137	0.00762621	0.0471901	0.0259715	0.0262092	0.00504203	0.00301304	0.0027986	0.0382261	0.158497	0.0365226	0.00764167	0.0248209	0.00747231	0.0314155	0.0491526	0.00644221	0.00915887	0.0423792	0.00316678	0.0296727	0.0381653	0.018294	0.0352384	0.000900041	0.0304576	0.180404	0.014092	0.0378312	0.00536895	0.00517259	0.0119153	0.0262541	0.00773476	0.0059479	0.0106899	0.0072472	0.0107702	0.00144503	0.0693995	0.0331688	0.00458777	0.00793201	0.00988676	0.026047	0.0120164	0.0461367	0.109466	0.00365573	0.273457	0.176014	0.00296577	0.0152219	0.0155846	0.0383458	0.0229737	0.129218	0.0168676	0.0325329	0.0992522	0.218251	0.0521179	0.000896054	0.0935743	0.0231814	0.00151584	0.0623035	0.0583124	0.143632	0.00144839	0.0274536	0.0046139	0.0157925	0.00245281	0.163429	0.473226	0.0920703	0.023313	0.000333021	0.140225	0.256269	0.0236655	0.0269	0.0179809	0.136972	0.121878	0.0361621	0.0107666	0.0769979	0.0132212	0.114717	0.221348	0.00978252	0.184653	0.541673	1.03197	2.24171	4	5.130211
2857000	-1150.505	-1201.289	50.78455	2	1.608069	0.0670649	0.140651	0.108187	0.0119409	0.0141303	0.00307148	0.014026	0.029014	0.00650652	0.0198222	0.00228821	0.00795578	0.0389098	0.00821927	0.0429915	0.0195004	0.00040688	0.0546858	0.00225346	0.139233	0.00692865	0.00421166	0.00570246	0.0122218	0.0169449	0.071405	0.00730859	0.00299727	0.0703427	0.0182101	0.0495342	0.0202583	0.00361701	0.0227645	0.00077749	0.0058134	0.0314407	0.0317473	0.0249537	0.0161321	0.00392982	0.00187195	0.0290258	0.0116453	0.0167603	0.0194887	0.00515069	0.00745635	0.0013377	0.0203989	0.0281911	0.0129434	0.0161869	0.00736951	0.0178589	0.0293121	0.143527	0.0334176	0.00420029	0.00728411	0.0989334	0.202364	0.0224368	0.0224941	0.061723	0.0372409	0.281581	0.0128411	0.0491614	0.0205464	0.102353	0.00934298	0.114473	0.0455755	0.0262241	0.0946519	0.0339781	0.0240844	0.301747	0.197921	0.00573297	0.0625632	0.00134829	0.00989043	0.0144608	0.427044	0.107321	0.108734	0.0192384	0.0560994	0.137764	0.0176745	0.0149148	0.0705433	0.0665676	0.0594597	0.0273587	0.0169966	0.0308393	0.00933291	0.103051	0.239969	0.0111662	0.241544	0.605609	1.05618	2.09666	4	4.949268
2858000	-1125.312	-1184.146	58.83408	2	2.06135	0.0113808	0.00916483	0.055562	0.00363722	0.00581331	0.00649112	0.0133256	0.0194591	0.000319973	0.036519	0.000168418	0.00486786	0.0377378	0.0321026	0.0171822	0.00379349	0.0048794	0.00176677	0.00991965	0.233165	0.00176268	0.0101125	0.00435014	0.0440305	0.0412925	0.0272071	0.0087345	0.049101	0.0680071	0.0144144	0.0191595	0.0518249	0.0124223	0.0112859	0.00147993	0.000589746	0.0282695	0.0562213	0.00933327	0.00463795	0.0104404	0.00462817	0.0096104	0.00156358	0.00373723	0.0239896	0.00299017	0.00617279	0.000425567	0.0172499	0.00861529	0.000470091	0.00996101	0.025145	0.156483	0.016236	0.0455204	0.033707	0.0027327	0.0096241	0.227767	0.0414344	0.0920265	0.0212146	0.0180584	0.0431236	0.138652	0.0112388	0.00789296	0.0278221	0.311193	0.014367	0.0202806	0.0766497	0.0214322	0.00632657	0.022915	0.0655019	0.0585837	0.0647575	0.0125566	0.0412166	0.0270371	0.00644292	0.0225661	0.319294	0.0721318	0.224085	0.00282386	0.0076219	0.137797	0.0216968	0.0178074	0.00970161	0.192082	0.0868876	0.0348768	0.142972	0.0162034	0.0692949	0.102945	0.122302	0.107632	0.30049	0.661383	1.07145	1.96668	4	4.450009
2859000	-1167.315	-1219.455	52.14053	2	2.398155	0.0778294	0.0459411	0.0778006	0.0182706	0.00301807	0.0154154	0.0498892	0.0101467	0.0457213	0.0117732	0.0117087	0.00302593	0.0584566	0.01091	0.0270542	0.0352307	0.0041921	0.00152882	0.0196521	0.303307	0.01555	0.00610888	0.00048793	0.0191994	0.117146	0.0334682	0.0323507	0.000875255	0.0395865	0.00139485	0.0381311	0.0293078	0.00722007	0.0405957	0.00778139	0.00856227	0.109454	0.0256508	0.00194565	0.0104612	0.0175591	0.0293924	0.025914	0.000824297	0.0100384	0.0127428	0.0114224	0.0237438	0.0128411	0.00834366	0.00932398	0.0209168	0.0342304	0.00770857	0.0164726	0.101024	0.0304369	0.00693414	0.0270502	0.01177	0.117668	0.155247	0.00304303	0.000644244	0.0423214	0.0631084	0.135149	0.0308788	0.0427988	0.0171353	0.164268	0.0295759	0.011162	0.0504432	0.000845885	0.0115744	0.0932956	0.0179646	0.0713653	0.033752	0.00615509	0.00802452	0.0519255	0.142589	0.0173926	0.143341	0.0929896	0.25424	0.00793984	0.0142016	0.140782	0.110763	0.028371	0.011762	0.0325256	0.0349911	0.0553202	0.00941358	0.00610854	0.099511	0.100223	0.220805	0.00226626	0.336583	0.691618	1.07737	1.89443	4	4.47872
2860000	-1135.194	-1192.901	57.7075	2	2.441212	0.00346978	0.0178901	0.0498521	0.00117087	0.006266	0.0233294	0.019708	0.0265965	0.00167209	0.0397806	0.000401849	0.00575826	0.0583096	0.0268351	0.0735697	0.0227775	0.0313627	0.00266767	0.027119	0.221222	0.0478822	0.012204	0.00806415	0.0233696	0.0476414	0.0263075	0.00275432	0.0214851	0.0322425	0.00764435	0.0191448	0.0311518	0.0136998	0.0150206	0.00514201	0.0289422	0.0565074	0.0377134	0.0055971	0.00289993	0.00986295	0.00210066	0.00418075	0.0102498	0.0021503	0.0226408	0.00375504	0.00465638	0.00540354	0.021525	0.0009953	0.00180199	0.0479758	0.0660329	0.00759774	0.0224001	0.051937	0.000981217	0.0302705	0.0471807	0.151046	0.129667	0.016878	0.0115775	0.00626817	0.048667	0.125424	0.0327695	0.00373059	0.064414	0.0586092	0.0276224	0.0452375	0.000971937	0.00355565	0.198746	0.197939	0.0926608	0.0258641	0.0225576	0.00539826	0.0456854	0.0209549	7.42876e-05	0.0257105	0.226733	0.0515178	0.151103	0.00345421	0.0764215	0.217091	0.00824552	0.0124964	0.0502687	0.233182	0.0353641	0.0613015	0.019218	0.00329713	0.0304285	0.055018	0.276584	0.00968228	0.340811	0.694996	1.07793	1.88627	4	4.352307
