Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
63000	-244.2387	-261.3687	17.13002	1	0.2320994	0.0622072	0.167999	0.118649	0.0596174	0.0591722	0.0330355	0.00617138	0.0478146	0.0344045	0.0589905	0.0397953	0.0393713	0.0490573	0.0421204	0.0553364	0.0278024	0.107482	0.134977	0.158085	0.0296562	0.170573	0.00137977	0.0541026	0.462186	3.48233	3	1.502317
64000	-251.2622	-263.4463	12.18416	10	0.23385	0.142718	0.14429	0.329048	0.0356138	0.0267945	0.0173037	0.0144796	0.21553	0.00395929	0.130574	0.0582934	0.0886728	0.394959	0.0568749	0.0819662	0.0096991	0.0655313	0.164665	0.402165	0.094834	0.0270226	0.00144257	0.0553006	0.466168	3.47709	5	2.504995
65000	-245.5795	-254.6589	9.079428	1	0.3186482	0.00161261	0.0357402	0.327651	0.0765986	0.0028078	0.0503137	0.0972382	0.077342	0.0182321	0.0609799	0.0265652	0.140316	0.0225059	0.0279164	0.449053	0.0108666	0.242045	0.283216	0.190858	0.101842	0.0550202	0.00692941	0.119058	0.625831	3.24818	3	2.298721
66000	-253.6439	-258.0759	4.43201	1	1.104707	0.0824119	0.189626	0.273567	0.121351	0.0397974	0.0271823	0.0820494	0.0771075	0.0108559	0.00201683	0.00435685	0.0389301	0.0521428	0.189612	0.109916	0.641038	0.0649151	0.193783	0.284809	0.0593238	0.140066	0.157359	0.50611	1.01539	2.32114	3	2.684857
67000	-248.4589	-254.5955	6.136563	10	0.9292485	0.0266972	0.33752	0.127099	0.0645634	0.0132978	0.0772544	0.0712645	0.138543	0.00208966	0.0122081	0.0138678	0.125935	0.0873387	0.163641	0.380703	0.314583	0.230649	0.0749154	0.061024	0.0495925	0.485365	0.12263	0.454402	0.987211	2.43576	5	2.858152
68000	-246.8074	-259.6887	12.88124	10	0.5364571	0.0299867	0.139966	0.384633	0.247844	0.0200432	0.00625965	0.08688	0.0441705	0.00195911	0.0382521	0.11789	0.055061	0.0929701	0.0538706	0.386418	0.129679	0.0371697	0.00605295	0.192697	0.151452	0.0124955	0.0403278	0.275051	0.845084	2.83954	5	2.235749
69000	-250.7486	-262.5364	11.78778	10	0.5101087	0.211532	0.123247	0.0822091	0.0843022	0.0112539	0.0654279	0.168973	0.20241	0.0435385	0.201376	0.0359659	0.130999	0.230745	0.148532	0.0824471	0.0103562	0.0115306	0.0210171	0.0579692	0.377506	0.0954259	0.0352763	0.258464	0.827487	2.87877	5	2.396764
70000	-252.431	-262.7377	10.30668	2	0.5195087	0.00102685	0.0789495	0.17868	0.0518805	0.0245045	0.062467	0.24582	0.0892816	0.0326201	0.0381471	0.0946552	0.269233	0.0324623	0.196717	0.0870936	0.163455	0.172506	0.0222004	0.0659825	0.00517989	0.389804	0.0370581	0.264461	0.83396	2.86452	4	2.302666
71000	-248.7118	-259.358	10.64615	10	1.253537	0.0160946	0.170984	0.112488	0.128227	0.0220786	0.118207	0.115633	0.132259	0.0471217	0.00761921	0.0508167	0.0477414	0.200116	0.201222	0.286043	0.0686381	0.0814071	0.031225	0.0683648	0.348407	0.37953	0.184621	0.541634	1.03195	2.2418	5	2.634223
72000	-245.4583	-255.8878	10.42951	2	0.6377104	0.00584395	0.230141	0.333606	0.0907583	0.0685371	0.00204407	0.123364	0.0220756	0.0227633	0.0560553	0.0277093	0.0617115	0.0865264	0.0537912	0.0240191	0.13441	0.0282162	0.0626044	0.135832	0.531053	0.0266453	0.0609674	0.332596	0.899402	2.70703	4	2.127707
