Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
2112000	-901.0105	-894.6877	-6.322831	2	1.633413	0.0095025	0.0146929	0.00994093	0.125229	0.0429888	0.180983	0.310357	0.00233829	0.0544774	0.0125506	0.00801707	0.0581687	0.063877	0.00654003	0.107499	0.105143	0.030086	0.00972526	0.0125415	0.0181741	0.078183	0.00459555	0.00210934	0.0126506	0.0199596	0.00551704	0.130311	0.0286428	0.0467681	0.0144634	0.0350775	0.0193074	0.0410751	0.0658523	0.00814271	0.0672481	0.155451	0.0310394	0.0373686	0.0653547	0.0601776	0.00265719	0.000340481	0.00151796	0.0117944	0.129805	0.00609508	0.16273	0.0264701	0.0908207	0.0534915	0.0228941	0.0184377	0.0623768	0.104146	0.0429945	0.164061	0.0489317	0.230216	0.0565026	0.165195	0.0770261	0.0432006	0.249058	0.206725	0.27582	0.00215384	0.000526278	0.0559984	0.514951	0.144524	0.29657	0.0542256	0.0010721	0.387137	0.0317716	0.0453934	0.143068	0.0228647	0.318074	0.148719	0.141115	0.000210374	0.161773	0.034507	0.00861665	0.0905755	0.245216	0.609355	1.05738	2.08805	4	6.969279
2113000	-894.7619	-903.3515	8.589628	2	1.788076	0.032526	0.0379902	0.0232333	0.00590262	0.024696	0.274402	0.0514455	0.0127296	0.0345832	0.0336562	0.0196195	0.0860852	0.0455802	0.0549577	0.019861	0.0349819	0.00420338	0.080472	0.0174829	0.0491658	0.0385993	0.0106242	0.00586043	0.013806	0.011432	0.0280568	0.169207	0.00842002	0.0449243	0.0474665	0.0167603	0.00876632	0.00635598	0.00500256	0.0350933	0.000304575	0.199976	0.0225804	0.00309506	0.0920734	0.0661696	0.0440639	0.0383895	0.00202712	0.0350218	0.145551	0.282484	0.00592306	0.00125175	0.226109	0.0954021	0.124466	0.0656005	0.108571	0.032147	0.0133594	0.066384	0.0222072	0.0197457	0.0924981	0.0938611	0.226837	0.0895584	0.116305	0.0160388	0.158114	0.0749341	0.0841411	0.0625703	0.151209	0.073471	0.000528042	0.0267132	0.0589305	0.168551	0.0222055	0.0131026	0.0270363	0.0140224	0.242188	0.0609033	0.109965	0.0822651	0.214095	0.0622851	0.0627723	0.0645415	0.266594	0.630404	1.06365	2.03935	4	5.576493
2114000	-903.7826	-903.4553	-0.3273256	2	1.436102	0.0230054	0.0118717	0.0164484	0.0128329	0.133732	0.489228	0.00323586	0.00297735	0.0192817	0.014564	0.0118404	0.00769752	0.0406425	0.0180909	0.13168	0.0876971	0.00458615	0.0677373	0.0623695	0.0344461	0.0238063	0.000751675	0.00592283	0.0604328	0.0172907	0.0102094	0.114224	0.063127	0.0827536	0.0006342	0.0261392	0.0133695	0.000743497	0.01703	0.0344126	0.0020202	0.191347	0.0358759	0.0230462	0.0592565	0.0823902	0.021105	0.0311345	0.00981981	0.0218993	0.0387802	0.00151792	0.024617	0.095146	0.0565558	0.017788	0.311029	0.030886	0.0383183	0.00956453	0.27934	0.0618526	0.0263086	0.27079	0.0169816	0.0497026	0.0205699	0.314295	0.113963	0.0652833	0.0636344	0.101889	0.32369	0.0746337	0.0112582	0.0598618	0.0479078	0.342894	0.0307064	0.135967	0.108719	0.0717321	0.155461	0.0772353	0.0303286	0.0433514	0.133607	0.0430558	0.00310029	0.335713	0.0617862	0.252544	0.215281	0.577563	1.04644	2.16072	4	6.495072
2115000	-891.2861	-893.9649	2.678754	2	1.835991	0.00621714	0.0337725	0.0234406	0.136708	0.018333	0.0047878	0.0651112	0.0137792	0.034507	0.0315264	0.0500648	0.0569062	0.0201165	0.00123374	0.188509	0.0430912	0.0225154	0.0200738	0.0395916	0.0332392	0.0921764	0.00285551	0.00139166	0.00542899	0.0138838	0.00373478	0.0919852	0.0538728	0.149227	0.102138	0.0132474	0.0214873	0.00657002	0.0382252	0.0163167	0.038096	0.283759	0.0378212	0.00566784	0.0511407	0.0663877	0.0288538	0.0313878	0.0165548	0.00837954	0.0834169	0.0424037	0.121136	0.041976	0.123607	0.298731	0.0026322	0.00170596	0.0548797	0.0323491	0.0505969	0.0749452	0.221513	0.0482968	0.0308396	0.249454	0.0230569	0.0595278	0.0302943	0.0539205	0.156766	0.0871742	0.106811	0.211144	0.0737091	0.0954087	0.0630707	0.131673	0.128139	0.0509846	0.0339198	0.0804279	0.0409954	0.0399152	0.101928	0.303173	0.0450372	0.351021	0.207124	0.03	0.00804993	0.0659524	0.272878	0.636357	1.06529	2.02548	4	6.08182
2116000	-905.114	-901.4481	-3.665948	10	2.097935	0.0180696	0.0372416	0.0351271	0.0469301	0.165323	0.700066	0.156319	0.00631813	0.073333	0.00341798	0.0177645	0.0242935	0.0889579	0.000282736	0.114395	0.0300456	0.0222693	0.00750963	0.0522105	0.0683382	0.0382901	0.0165725	0.0122893	0.0590699	0.010134	0.000423569	0.455368	0.0378681	0.0165594	0.06487	0.0184197	0.0352287	0.00797454	0.0130913	0.0402398	0.0473752	0.202071	0.00365737	0.00295214	0.0870534	0.109993	0.0328279	0.00319965	0.00307835	0.00219865	0.0324534	0.0021453	0.111161	0.166481	0.066251	0.0787507	0.0160193	0.00401969	0.00993542	0.135372	0.136359	0.0407564	0.0374827	0.0688816	0.111836	0.211663	0.295611	0.150222	0.0320433	0.227762	0.262737	0.0531102	0.268004	0.133176	0.011707	0.198084	0.0654203	0.108631	0.0209958	0.014916	0.0169186	0.0413109	0.00597759	0.113978	0.281263	0.22471	0.0409017	0.0285886	0.113805	0.0747964	0.0540859	0.0992326	0.304692	0.66504	1.07226	1.95801	5	7.156573
2117000	-885.7207	-898.2279	12.50719	2	1.638597	0.0621491	0.0146514	0.0131815	0.0828116	0.0581534	0.166716	0.0145672	0.00155375	0.0147815	0.021047	0.0311475	0.0718656	0.112462	0.0103822	0.0721908	0.117222	0.029369	0.05358	0.0404018	0.011829	0.0286256	0.00746696	0.0111585	0.0145448	0.0235059	0.00142964	0.0799772	0.176012	0.0452112	0.00410973	0.0212051	0.0071719	0.0320831	0.0574539	0.00890124	0.0761643	0.161617	0.0333847	0.00546662	0.0504486	0.0413178	0.0606624	0.0149735	0.00166556	0.0147913	0.11796	0.335429	0.0899121	0.0566673	0.0160515	0.0764556	0.0546588	0.0644859	0.00862643	0.0524817	0.0884965	0.0128438	0.0112657	0.0133979	0.00328264	0.0375281	0.0732574	0.0034067	0.0400655	0.0276116	0.350974	0.0479243	0.160911	0.0913435	0.0635385	0.0590601	0.210789	0.104118	0.0156974	0.0482553	0.0646541	0.146489	0.0425287	0.0685372	0.145113	0.297726	0.00244096	0.123686	0.00159646	0.0446091	0.0401786	0.013359	0.245961	0.61011	1.05762	2.08631	4	5.306826
2118000	-900.0236	-904.2361	4.212496	2	1.519823	0.000646142	0.0506204	0.0239879	0.0351948	0.143782	0.206447	0.18835	0.0137494	0.0802929	0.0139433	0.0323898	0.0676657	0.149918	0.00290014	0.173542	0.0713582	0.042131	0.0027437	0.0242015	0.11149	0.0220042	0.000721071	0.00602535	0.0415985	0.00291814	0.00450491	0.0691917	0.0124702	0.00811439	0.00474543	0.0212734	0.0247898	0.00233006	0.0297114	0.00208823	0.000784244	0.159947	0.0428741	0.0128266	0.0444447	0.0714565	0.0293025	0.0217955	0.0510475	0.0312547	0.279684	0.0730239	0.0637288	0.0222316	0.0550216	0.343586	0.170632	0.0704288	0.168752	0.00458666	0.0157454	0.00979947	0.0370841	0.171747	0.208088	0.0216681	0.0823853	0.0032563	0.101321	0.046952	0.154711	0.000312865	0.169341	0.126346	0.155042	0.084682	0.00379294	0.0456916	0.0175312	0.0102157	0.164801	0.00385592	0.0454532	0.00339565	0.0525339	0.382404	0.172062	0.00479795	0.162675	0.015915	0.0565891	0.288186	0.228369	0.591823	1.05156	2.12824	4	6.223631
2119000	-884.7883	-890.4971	5.708821	2	0.9756965	0.00969869	0.0162782	0.03224	0.0168378	0.164558	0.113098	0.0193478	0.0377259	0.0682968	0.00954275	0.00528037	0.0124865	0.117856	0.0131171	0.0906519	0.0659703	0.0235898	0.0587398	0.0347917	0.0148867	0.0456566	0.0286876	0.00471978	0.0539796	0.00589357	0.0023883	0.108229	0.0593692	0.150322	0.00405496	0.0251678	0.00876902	0.0340777	0.00145594	0.00248097	0.0238646	0.164676	0.140978	0.00206868	0.0474263	0.038057	0.055274	0.0157831	0.0141743	0.0190138	0.0905242	0.00489052	0.0495657	0.299453	0.034775	0.110898	0.123298	0.040177	0.102854	0.0939721	0.319949	0.0454112	0.0643366	0.201685	0.0913188	0.0492554	0.0309266	0.0059032	0.0153098	0.0332878	0.200681	0.0932603	0.311298	0.0146599	0.135614	0.0585913	0.0618198	0.00703798	0.0397721	0.170448	0.0365748	0.0682945	0.0764106	0.04851	0.0940963	0.342403	0.158116	0.000580138	0.0725886	0.063767	0.0250858	0.0196462	0.132079	0.469323	0.995853	2.40274	4	5.888607
2120000	-887.9221	-893.4855	5.563458	2	1.034597	0.0473801	0.0534138	0.00384811	0.151065	0.0812014	0.271212	0.308407	0.0315722	0.0210173	0.00122108	0.00574955	0.0621507	0.0266484	0.0130273	0.120122	0.0319203	0.101108	0.00743963	0.071707	0.00947947	0.0284282	0.0023776	0.00072858	0.0234131	0.00837267	0.0167757	0.125489	0.0484162	0.161421	0.00778627	0.00315673	0.0336451	0.0115045	0.0103692	0.0179858	0.00209887	0.116784	0.08216	0.0139665	0.0488241	0.0606523	0.0225988	0.0205325	0.0207405	0.0360631	0.0148111	0.0335288	0.0214132	0.227206	0.192966	0.162708	0.278503	0.0219396	0.0877379	0.0558982	0.0257312	0.0202798	0.139758	0.117995	0.0491408	0.108589	0.00854888	0.103132	0.00628432	0.0241556	0.0570727	0.00289532	0.240297	0.016491	0.000156942	0.0230526	0.162085	0.223692	0.171218	0.0025403	0.110599	0.235814	0.0850634	0.0175588	0.140776	0.00121069	0.13441	0.00624695	0.0355603	0.226974	0.0333102	0.00886523	0.143805	0.486909	1.0055	2.36378	4	5.980195
2121000	-901.0177	-894.5851	-6.432634	2	2.396942	0.0109919	0.0625353	0.010078	0.243472	0.148831	0.162598	0.0624499	0.0206604	0.130464	0.125371	0.0255655	0.0613092	0.0054578	0.0188133	0.208757	0.0388795	0.038383	0.0135764	0.0319712	0.00518064	0.0537525	0.0230559	0.0176576	0.00251291	0.00727945	0.000658831	0.222945	0.00127095	0.0592938	0.0315084	0.00629243	0.0117185	0.0209139	0.04253	0.013384	0.0007189	0.130109	0.00419209	0.00796618	0.0739688	0.0392486	0.0809907	0.000645124	0.0129863	0.0118892	0.0676255	0.0996954	0.110209	0.215653	0.0264251	0.347274	0.0551672	0.0267413	0.350735	0.117984	0.00890163	0.0117217	0.200804	0.21581	0.0580311	0.204362	0.0354666	0.18878	0.0287831	0.299346	0.113696	0.0373817	0.233723	0.0522552	0.137293	0.00716083	0.137657	0.0315693	0.241714	0.00377853	0.0135164	0.0566261	0.0375552	0.0864323	0.00331652	0.0874209	0.0806661	0.0726493	0.0760058	0.40612	0.136612	0.0781138	0.336463	0.691522	1.07736	1.89466	4	7.103613
2122000	-918.8907	-909.3276	-9.563169	2	1.57622	0.0104546	0.0107221	0.10713	0.0916202	0.117299	0.211047	0.0138252	0.00572696	0.0319019	0.0434423	0.059467	0.0888612	0.041801	0.0967915	0.00695693	0.0340897	0.0461912	0.0521732	0.0212496	0.0274548	0.0104879	0.0062894	0.0162606	0.109945	0.0234584	0.0321206	0.120602	0.0192594	0.0891171	0.0103675	0.0275583	0.0125416	0.0152883	0.0810423	0.0279786	0.00587006	0.084538	0.090526	0.0169886	0.0647208	0.0807071	0.0083725	0.011472	0.0525145	0.00485925	0.129841	0.000325889	0.089028	0.171306	0.00235307	0.10091	0.0303011	0.144357	0.134116	0.0235307	0.0487327	0.109473	0.0178283	0.0922749	0.00706462	0.0442491	0.0340842	0.113418	0.0455706	0.0546092	0.0671659	0.0129879	0.288552	0.254792	0.186081	0.22781	0.0908808	0.265071	0.0675819	0.300984	0.103925	0.0210556	0.386483	0.0800574	0.340233	0.147313	0.141682	0.301631	0.186001	0.379417	0.00089508	0.030101	0.23686	0.600771	1.0546	2.10777	4	7.415164
2123000	-914.8326	-906.2758	-8.556842	1	1.648719	0.0411923	0.00323672	0.0121609	0.0409853	0.0840727	0.120797	0.17817	0.00734478	0.0355681	0.00774181	0.0794369	0.0415852	0.0131923	0.0120605	0.124656	0.0034381	0.0459254	0.00846078	0.0272502	3.66689e-05	0.0278975	0.0578904	0.0113653	0.0310568	0.00426416	0.0293556	0.0818603	0.0457896	0.193055	0.0513658	0.0174466	0.00647216	0.00862017	0.15074	0.0168873	0.00727256	0.0835111	0.0663598	0.013086	0.103856	0.102578	0.0145412	0.00138969	0.025181	0.022255	0.058523	0.0267571	0.0299632	0.151198	0.0132271	0.0319157	0.163482	0.0427889	0.0512784	0.168801	0.0232173	0.0919092	0.0620835	0.354615	0.00578231	0.115229	0.116654	0.0866914	0.0623754	0.130498	0.0228142	0.0860685	0.276743	0.0119982	0.095656	0.00342491	0.0917039	0.271868	0.0541881	0.245836	0.0734185	0.0310831	0.062456	0.21469	0.248231	0.0245659	0.0439699	0.586327	0.0567252	0.454473	0.148172	0.129514	0.247409	0.611574	1.05808	2.08294	3	7.082322
2124000	-919.142	-906.8585	-12.28348	1	1.32814	0.000585871	0.0846422	0.00789218	0.0755774	0.131933	0.217216	0.142612	0.000743872	0.0143053	0.0366957	0.0373013	0.0909417	0.148434	0.00199417	0.121238	0.115309	0.00871664	0.040101	0.0361265	0.00739083	0.0256363	0.0218379	0.00756184	0.0376241	0.0103035	0.0205963	0.111141	0.159214	0.162111	0.0397838	0.0285835	0.00143975	0.0197985	0.0784966	0.0433509	0.000160257	0.110994	0.055001	0.0352712	0.114813	0.214969	0.0626875	0.00165934	0.0189832	0.00131989	0.112032	0.0582984	0.0940626	0.42398	0.0995779	0.0695639	0.0265558	0.00980597	0.00395891	0.240864	0.0636612	0.0213683	0.0517617	0.132502	0.191251	0.00264401	0.0368796	0.0289787	0.0214299	0.097615	0.0468408	0.414927	0.535082	0.184256	0.0459878	0.0474397	0.0178329	0.155288	0.00829238	0.131253	0.0211549	0.0216231	0.067058	0.0718083	0.435577	0.0262931	0.00601588	0.0682151	0.104624	0.424678	0.151235	0.0116787	0.197512	0.557204	1.0385	2.20678	3	7.487044
2125000	-925.4367	-914.5371	-10.89953	1	1.494363	0.0519774	0.0851447	0.0457881	0.063102	0.0922225	0.0973367	0.402337	0.12583	0.0284758	0.0155973	0.0096827	0.0133037	0.100944	0.0337709	0.0609798	0.0742535	0.0102507	0.0128512	0.0550156	0.0621222	0.027256	0.0597105	0.025429	0.0179086	0.0363951	0.00874025	0.0567782	0.054254	0.0933619	0.00830772	0.0422642	0.000768278	0.00635957	0.197856	0.0123845	0.0164103	0.289265	0.0602411	0.0340877	0.110132	0.150688	0.00777281	0.0314569	0.0543489	0.0235873	0.060255	0.0682844	0.23903	0.0597021	0.0514466	0.108645	0.146164	0.0549953	0.0571499	0.0355527	0.113589	0.219642	0.197858	0.0169708	0.0698405	0.021494	0.00789177	0.000959277	0.0552948	0.051834	0.076207	0.0949319	0.201369	0.354039	0.049642	0.0419776	0.0457635	0.0173535	0.0155941	0.423457	0.136769	0.0327626	0.00781693	0.0172485	0.0625172	0.078794	0.0965941	0.092831	0.177431	0.48755	0.247078	0.070952	0.22445	0.587615	1.05009	2.13785	3	7.332027
2126000	-892.9711	-891.2983	-1.672794	2	1.399176	0.0338748	0.006328	0.00148467	0.00995158	0.131351	0.403488	0.0121352	0.00669012	0.0449621	0.0918954	0.0151253	0.0265519	0.0203045	0.0729859	0.074905	0.0322352	0.041864	0.0533034	0.10891	0.0185943	0.0441821	0.0206978	0.00531461	0.00676444	0.00657852	0.00563969	0.113253	0.0853073	0.116145	0.0167917	0.0118072	0.00433342	0.00178318	0.0629368	0.0117432	0.0129264	0.318246	0.106036	0.00180546	0.0872016	0.0746236	0.00117721	0.0304223	0.00887569	0.0126017	0.0236112	0.0840911	0.0189885	0.0413022	0.000734949	0.182381	0.2138	0.253952	0.321005	0.676715	0.135686	0.0108529	0.0203092	0.00340083	0.0262779	0.0086882	0.049764	0.0134945	0.511126	0.0678875	0.0473741	0.115013	0.253563	0.0616221	0.190561	0.0741027	0.0329495	0.0777004	0.0283575	0.0547794	0.0374567	0.0275568	0.0124094	0.104651	0.231003	0.013321	0.00463865	0.0450424	0.0150843	0.232297	0.00237634	0.135437	0.209319	0.570866	1.04391	2.17591	4	6.835499
2127000	-911.742	-908.6308	-3.11119	2	2.180335	0.0206747	0.00619141	0.0249576	0.125445	0.0518775	0.294573	0.0525159	0.00808332	0.0233941	0.0366054	0.0114376	0.0351246	0.0495936	0.0250304	0.201107	0.031974	0.0184538	0.0017689	0.0832144	0.0569597	0.0475943	0.01562	0.00211584	0.117587	0.0303084	0.021824	0.119885	0.0347461	0.279046	0.0262648	0.00428733	0.0149073	0.00312374	0.130004	0.0380158	0.00577067	0.193362	0.0906577	0.028745	0.0413957	0.0626059	0.00865946	0.023967	0.0880211	0.00719728	0.161946	0.000530136	0.164467	0.369417	0.0208183	0.0672357	0.0330538	0.0541938	0.130194	0.028512	0.187785	0.00127395	0.133803	0.0988666	0.088148	0.0714677	0.0426328	0.0286603	0.0313035	0.121777	0.0477464	0.0635416	0.129135	0.284169	0.0406698	0.000787516	0.00686746	0.0413759	0.139181	0.0152111	0.0501345	0.23253	0.0815613	0.0675053	0.13173	0.027303	0.0433378	0.15162	0.157131	0.441102	0.0578537	0.175182	0.313891	0.672915	1.07391	1.93928	4	6.816453
2128000	-914.473	-913.8079	-0.6650891	2	1.48948	0.022614	0.00911896	0.0409387	0.0996893	0.267583	0.357137	0.139976	0.0288405	0.0474065	0.000213898	0.0379344	0.0320832	0.107063	0.0146732	0.0412601	0.0548907	0.0227861	0.0115965	0.100185	0.0527809	0.0589054	0.00764331	0.0282872	0.0642467	0.00383195	0.0545579	0.123748	0.0140212	0.018236	0.0332833	0.0169466	0.0245761	0.0190607	0.0602908	0.0409301	0.00301592	0.0613605	0.030071	0.000485397	0.06215	0.150024	0.0764812	0.00341851	0.0473495	0.0115423	0.16001	0.000383767	0.0227181	0.169271	0.132282	0.185688	0.106425	0.100167	0.0303154	0.0068439	0.166475	0.00205912	0.00356171	0.20254	0.308961	0.103064	0.0144125	0.096922	0.0149318	0.232172	0.0574275	0.158352	0.0361486	0.00868067	0.0137811	0.0599812	0.0782907	0.203894	0.034893	0.0589178	0.00498356	0.0563803	0.102332	0.113421	0.188448	0.199406	0.0473572	0.306497	0.0469009	0.00571945	0.0200915	0.0279964	0.223693	0.586796	1.0498	2.13971	4	6.392338
2129000	-876.3965	-884.575	8.178467	2	1.562223	0.0114765	0.00620987	0.00232308	0.1077	0.137844	0.363063	0.110093	0.000773236	0.0412389	0.0345858	0.0242428	0.0306151	0.00847585	0.127063	0.0318889	0.00450833	0.0262116	0.0216821	0.0332875	0.058845	0.0584419	0.0073981	0.00938756	0.0100642	0.00529019	0.0411601	0.126418	0.0100847	0.0395352	0.0146044	0.000801057	0.0189022	0.00292142	0.0196889	0.0254173	0.0112005	0.131885	0.0334701	0.00820124	0.0276987	0.0217455	0.0185132	0.0117503	0.00854209	0.0109074	0.0930146	0.0229876	0.00112172	0.325001	0.196294	0.0184976	0.0203236	0.137926	0.119693	0.130479	0.0873022	0.120021	0.0307708	0.0543432	0.0625586	0.144897	0.0313107	0.0141376	0.0780198	0.026401	0.102138	0.0197154	0.0429026	0.0737614	0.00387762	0.0364614	0.0115763	0.203025	0.00544533	0.0171529	0.00751703	0.0910893	0.306284	0.024328	0.169489	0.0760949	0.295188	0.0262919	0.00719243	0.309248	0.0536596	0.249414	0.234776	0.598596	1.05388	2.11275	4	5.703109
2130000	-907.1215	-906.5664	-0.5551089	2	1.659269	0.028443	0.030695	0.0417913	0.0320218	0.00401184	0.171472	0.0531011	0.0309255	0.0451531	0.00196043	0.0674657	0.00590355	0.115926	0.00480898	0.0755837	0.063294	0.0119061	0.0110541	0.0502921	0.00617712	0.0699881	0.0275096	0.00738342	0.00260713	0.0661565	4.05734e-05	0.110414	0.0237899	0.0146168	0.0436989	0.0575833	0.0130988	0.0132867	0.0316015	0.0310437	0.0403095	0.257217	0.0173042	0.0154132	0.099821	0.124279	0.0307942	0.0090287	0.0448309	0.0113844	0.238819	0.0548891	0.102525	0.232505	0.0817239	0.0413319	0.0598353	0.326562	0.187014	0.195235	0.0821111	0.2551	0.022931	0.0365646	0.163082	0.158625	0.0578028	0.0158815	0.0366725	0.115822	0.107815	0.0131447	0.0634331	0.0283607	0.00655072	0.0146475	0.0309944	0.0926362	0.124484	0.237662	0.065605	0.0796313	0.0112904	0.0360805	0.188512	0.035735	0.029023	0.0497672	0.350329	0.227405	0.13775	0.000387435	0.248911	0.613085	1.05855	2.07945	4	6.411464
2131000	-892.9641	-894.0513	1.087284	1	1.20712	0.00224454	0.041198	0.100974	0.00929869	0.171219	0.102917	0.104439	0.0132733	0.0483265	0.00399802	0.0048201	0.0587096	0.00973833	0.0136824	0.0611078	0.0856293	0.0408144	0.00303355	0.0248573	0.0257156	0.00420568	0.00970138	0.0108474	0.027288	0.00578587	0.0469705	0.0461601	0.00681809	0.119621	0.0067934	0.0231269	0.00827511	0.00580273	0.0271408	0.0213511	0.0311598	0.109959	0.0315395	0.0225505	0.0744703	0.0865726	0.0362618	0.00289534	0.00677314	0.00303572	0.329711	0.0208472	0.0119234	0.304748	0.0327713	0.108117	0.0674962	0.0100338	0.0258762	0.0576256	0.0305036	0.110455	0.268471	0.311907	0.0500292	0.0595098	0.1764	0.245319	0.00693242	0.0271101	0.117667	0.0153009	0.0964573	0.0486754	0.038426	0.00225161	0.0644193	0.0840664	0.0225073	0.138766	0.0227467	0.0787246	0.214783	0.0450677	0.255179	0.0274075	0.0154945	0.0520968	0.145722	0.245057	0.159788	0.314575	0.176341	0.531239	1.02734	2.26508	3	6.16207
2132000	-893.6681	-899.1639	5.495777	2	1.709128	0.0125747	0.0305586	0.0413159	0.045055	0.153312	0.287748	0.0372765	0.069165	0.0241809	0.0187064	0.00728633	0.0468236	0.00623282	0.0111618	0.0784591	0.0211195	0.0115392	0.00740412	0.0717109	0.0167611	0.0412446	0.0160183	0.00700699	0.0621892	0.0323343	0.00200463	0.0618964	0.124341	0.0846751	0.0204863	0.0358503	0.0662012	0.00204399	0.00466901	0.0361937	0.0359663	0.0815399	0.0155792	0.00734427	0.0921866	0.0964958	0.0011621	0.0175715	0.000278533	0.00402902	0.0133558	0.0178646	0.00291214	0.0500969	0.123454	0.033798	0.29736	0.166045	0.0757528	0.0810721	0.0809459	0.248064	0.0509511	0.0220826	0.0377631	0.0257262	0.0507218	0.104454	0.206164	0.109662	0.249355	0.00724297	0.0437121	0.057336	0.159201	0.129732	0.0193977	0.00215555	0.0216328	0.0855885	0.0205458	0.0796746	0.0917784	0.124043	0.148631	0.16166	0.101547	0.0702574	0.0602867	0.449979	0.0370528	0.0974433	0.255897	0.62003	1.06066	2.06341	4	5.964198
2133000	-904.5374	-900.1427	-4.394626	2	1.646615	0.00684254	0.00382541	0.197254	0.053134	0.253501	0.206968	0.0918874	0.0159996	0.0400502	0.0481081	0.00553972	0.00514284	0.130044	0.00650246	0.118392	0.0123677	0.0767968	0.00512845	0.133667	0.0639744	0.0374428	0.00906848	0.0773486	0.00631624	0.000979052	0.0205349	0.174427	0.103825	0.0486875	0.00502693	0.0581416	0.00123015	0.00312778	0.000830036	0.0165023	0.0115724	0.1554	0.0162036	0.00325378	0.125864	0.160203	0.00186838	0.00612167	0.0254117	0.0173449	0.000964431	0.016298	0.0974758	0.00755882	0.024142	0.00278485	0.053532	0.0323211	0.0290536	0.0444143	0.0478851	0.014778	0.00119077	0.207783	0.038849	0.0313623	0.015057	0.209851	0.0145001	0.244192	0.0771248	0.177	0.232806	0.133224	0.198391	0.333257	0.0533142	0.359891	0.320207	0.0396302	0.130795	0.0902228	0.111394	0.0285013	0.235061	0.0339833	0.14738	0.140684	0.0145386	0.302131	0.0897409	0.0424874	0.247109	0.611271	1.05799	2.08363	4	6.987615
2134000	-896.0565	-897.2945	1.238028	2	1.87215	0.0447514	0.0154769	0.0070291	0.140191	0.241358	0.211267	0.20117	0.00401852	0.0106545	0.0235353	0.0125679	0.000735313	0.0440249	0.00270995	0.072561	0.0288902	0.0344066	0.00577056	0.0943501	0.0390769	0.0106863	0.00452583	0.00645911	0.0391225	0.00823722	0.0752255	0.176475	0.0284955	0.0543625	0.0216349	0.0449141	0.0293592	0.0290757	0.00151934	0.00729084	0.018451	0.191054	0.0392322	0.00325399	0.0659339	0.0886724	0.0488698	0.0353846	0.0153906	0.0115783	0.0129442	0.055805	0.012989	0.00449154	0.0439153	0.00664305	0.0185105	0.00523279	0.00869333	0.226808	0.156066	0.0165511	0.305381	0.35759	0.311582	0.0799934	0.00318414	0.12644	0.122413	0.00161517	0.0164243	0.0603727	0.0828831	0.0468511	0.274029	0.198232	0.239107	0.127108	0.00420854	0.0641153	0.164602	0.0710071	0.15747	0.0259428	0.0898778	0.30396	0.0183811	0.0049989	0.0837988	0.071571	0.0428252	0.136624	0.27752	0.640691	1.06643	2.01535	4	6.450988
2135000	-886.0909	-892.6126	6.521725	2	1.28586	0.0153159	0.00386404	0.0134144	0.0202864	0.0959794	0.116937	0.21606	0.0397991	0.0576294	0.0450015	0.0077932	0.0292467	0.0545257	0.0154068	0.10857	0.0301134	0.0214288	0.0193911	0.0712116	0.00643798	0.0121363	0.00231407	0.00253114	0.0418573	0.00387159	0.0031171	0.120538	0.045154	0.195396	0.0343749	0.024646	0.0272443	0.000290862	0.0522597	0.101784	0.0421112	0.202703	0.0217485	0.00491573	0.0634302	0.174674	0.00657964	0.0432355	0.0200338	0.0271972	0.0149494	0.0325605	0.0884995	0.00344326	0.0505351	0.179227	0.0135129	0.0859158	0.0453305	0.03338	0.0841216	0.0315203	0.223061	0.308844	0.16268	0.120227	0.0174445	0.00435929	0.318828	0.0637669	0.0863743	0.014801	0.0238152	0.0519228	0.0545426	0.0523788	0.00609208	0.214795	0.154097	0.149047	0.0104895	0.152449	0.177966	0.153011	0.0343329	0.0104258	0.124361	0.0217297	0.221255	0.0146248	0.0212924	0.0688579	0.190269	0.548544	1.03491	2.22628	4	5.963424
