Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
53000	-533.6742	-572.0512	38.37698	2	0.5481751	0.0842403	0.0115342	0.00739546	0.0575522	0.0589701	0.0150726	0.0144557	0.0180808	0.0078968	0.0703605	0.129542	0.104834	0.0543804	0.289168	0.00387437	0.0155424	0.217606	0.0426276	0.282207	0.852387	2.82278	4	1.160507
54000	-530.0915	-567.7735	37.68199	2	1.292504	0.126738	0.00750391	0.0268101	0.0468421	0.00557131	0.017631	0.0230408	0.014714	0.01495	0.0600513	0.0675165	0.14092	0.106877	0.321406	0.031513	0.0204485	0.212229	0.191418	0.549933	1.0355	2.22315	4	1.244762
55000	-536.011	-575.3276	39.31659	2	0.4888342	0.194202	0.015796	0.0035021	0.0791509	0.124643	0.0121889	0.0306612	0.00100237	0.0038276	0.0271708	0.301548	0.126747	0.121086	0.203465	0.0163451	0.0365543	0.129278	0.0313373	0.244564	0.811971	2.91213	4	1.427169
56000	-526.2989	-578.0967	51.79782	10	1.303122	0.160127	0.0612621	0.00963473	0.114995	0.011984	0.0367601	0.0573415	0.0330758	0.0104674	0.0566162	0.343747	0.134703	0.109117	0.00981337	0.0338119	0.0222574	0.366177	0.193246	0.55213	1.03641	2.21821	5	1.571889
57000	-535.9756	-574.2629	38.28731	2	1.174317	0.0926984	0.0232278	0.0203065	0.046096	0.00510406	0.00295805	0.0269458	0.0292403	0.00985786	0.0243131	0.498364	0.123376	0.0514521	0.0297734	0.0102422	0.0114366	0.265739	0.170368	0.523535	1.02379	2.2823	4	1.271131
58000	-531.0529	-569.2639	38.21104	2	0.919169	0.165511	0.00494108	0.00350563	0.0506062	0.0304541	0.0173124	0.0261506	0.0152886	0.0177101	0.0445568	0.243851	0.226573	0.121831	0.200432	0.0616094	0.0205727	0.213804	0.120557	0.451031	0.985199	2.44321	4	1.464709
59000	-547.4572	-578.5861	31.1289	2	2.123336	0.131551	0.0118216	0.0268446	0.0440187	0.0316102	0.0189156	0.0325369	0.0924648	0.00373136	0.0299197	0.427967	0.189494	0.0890154	0.1652	0.0934175	0.102749	0.31557	0.307566	0.667519	1.07279	1.95212	4	1.806826
60000	-525.3893	-563.5816	38.19229	2	1.628472	0.124662	0.00473756	0.00570895	0.081877	0.00588679	0.0171947	0.0402117	0.00390693	0.0226636	0.0388855	0.35225	0.128781	0.11026	0.10725	0.0347492	0.0347942	0.332592	0.244504	0.608632	1.05715	2.08971	4	1.446412
61000	-528.8007	-565.9464	37.14571	1	0.2514396	0.149923	0.0248562	0.00530606	0.069269	0.0251549	0.00620802	0.00840923	0.00781846	0.00576356	0.0344414	0.0702687	0.0835262	0.0602381	0.240035	0.0205766	0.0101651	0.188011	0.00217953	0.0677316	0.504512	3.42558	3	1.00997
62000	-536.4387	-573.6103	37.17167	2	1.275022	0.0798626	0.0152881	0.00112135	0.0622524	0.00154824	0.00654632	0.0320341	0.00317416	0.00822173	0.0209289	0.21086	0.146185	0.0982807	0.168375	0.0945173	0.00339915	0.173914	0.188386	0.546255	1.03394	2.23142	4	1.126509
