Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
1387000	-1238.724	-1244.936	6.212125	2	0.9277943	0.183341	0.10311	0.00751228	0.196211	0.0254465	0.0242238	0.0342429	0.0126783	0.0246663	0.0626187	0.000714636	0.0335752	0.182209	0.00272746	0.0254727	0.00310748	0.0616991	0.108705	0.234162	0.0524779	0.107271	0.00548867	0.00298665	0.0602114	0.0925977	0.0025336	0.0450296	0.0127388	0.00912947	0.0292398	0.0241289	0.0728358	0.0107455	0.0508739	0.0323356	0.0429737	0.0272566	0.00914696	0.0546345	0.115107	0.0335258	0.0018666	0.0319315	0.222557	0.152762	0.00878193	0.101975	0.0276848	0.0403984	0.0575722	0.0206716	0.0169957	0.0146211	0.0729597	0.0316464	0.119073	0.0228348	0.0196085	0.0315747	0.000456251	0.0424935	0.164351	0.140153	0.192952	0.262726	0.0409663	0.0836261	0.0233526	0.0413121	0.0412848	0.0262225	0.0227163	0.0388241	0.0542981	0.0800844	0.0192445	0.0302674	0.10386	0.0160784	0.0018325	0.101359	0.00392099	0.0757525	0.00703202	0.116575	0.526146	0.0555658	0.0174294	0.101818	0.0242125	0.397383	0.122331	0.453918	0.986924	2.43683	4	6.069504
1388000	-1226.207	-1230.875	4.667299	10	1.20109	0.067018	0.111555	0.0273064	0.0840608	0.0327619	0.0319406	0.00110399	0.00135896	0.0465072	0.156015	0.016221	0.010478	0.183682	9.77998e-05	0.0447553	0.0430333	0.0442991	0.135431	0.168497	0.0395153	0.182041	0.0255894	0.0176082	0.0368192	0.104166	0.0137735	0.00410449	0.0378829	0.0836798	0.0473215	0.0225451	0.0295004	0.00187391	0.0286873	0.0400924	0.0777249	0.0377698	0.00471295	0.108619	0.0937166	0.0477927	0.0104896	0.00992895	0.354107	0.0664099	0.0040963	0.350761	0.103443	0.0143176	0.035155	0.00648659	0.0993367	0.0119073	0.0237213	0.0315067	0.00706134	0.00104278	0.00309627	0.0951404	0.00224206	0.0817384	0.160224	0.0126274	0.0178583	0.486587	0.00365585	0.196602	0.105026	0.164737	0.0457234	0.155507	0.0270463	0.13547	0.160116	0.024918	0.0188292	0.0569	0.075573	0.0250993	0.300672	0.00406257	0.0374352	0.0193292	0.0123468	0.00572159	0.547673	0.192343	0.0542327	0.00240908	0.0473923	0.099705	0.175251	0.529846	1.0267	2.2682	5	6.799467
1389000	-1230.352	-1232.837	2.484809	2	1.693839	0.0434725	0.0997957	0.0152077	0.110325	0.0211111	0.0456351	0.0222546	0.00146472	0.00681556	0.0466406	0.0413435	0.00437112	0.021909	0.0224279	0.0573553	0.0345261	0.00907848	0.0744588	0.0860448	0.0670206	0.0964351	0.124293	0.00631468	0.085673	0.0267174	0.0035499	0.0283341	0.02567	0.0243479	0.0808435	0.0196361	0.00859484	0.0309822	0.0951753	0.0132583	0.0499823	0.0178957	0.0235986	0.0513874	0.12094	0.00616549	0.102829	0.0388868	0.159625	0.0163397	0.0040715	0.19787	0.00588203	0.0909685	0.0410474	0.110977	0.443412	0.0653379	0.105575	0.0167742	0.00309804	0.0679933	0.00488293	0.023231	0.0590448	0.058806	0.0398589	0.0581486	0.213366	0.0158582	0.193335	0.0277511	0.113282	0.140006	0.0863546	0.0153656	0.122284	0.0869939	0.00338367	0.0798088	0.0986481	0.0693777	0.0692135	0.050067	0.105257	0.0197299	0.0325055	0.0511388	0.0302465	0.0722853	0.488206	0.0250589	0.204096	0.0764392	0.0783249	0.0969646	0.253774	0.617934	1.06003	2.06826	4	6.151061
1390000	-1240.28	-1233.596	-6.68425	10	2.26251	0.320325	0.156695	0.0247655	0.075363	0.0262163	0.00447304	0.0227009	0.000998622	0.0473815	0.0051566	0.0213462	0.0193778	0.0762695	0.0435267	0.0557542	0.063891	0.0359915	0.0870565	0.0666877	0.0265419	0.157771	0.0458367	0.00898492	0.0592712	0.0185483	0.011237	0.00294108	0.00485034	0.0271826	0.0833262	0.0439598	0.0369324	0.00777763	0.0185577	0.00931817	0.107073	0.0732322	0.00937012	0.0945681	0.0516667	0.0602954	0.012213	0.0142498	0.166316	0.152626	0.0246898	0.122672	0.182826	0.0414101	0.22255	0.0439927	0.0159187	0.146881	0.0554522	0.183983	0.0450874	0.0229762	0.197687	0.00396167	0.240812	0.0202563	0.114609	0.654057	0.0380071	0.0446595	0.0124644	0.17569	0.013019	0.0502266	0.0129073	0.0462753	0.0128562	0.175342	0.0385497	0.0475882	0.0219422	0.0126268	0.0418662	0.148686	0.0159253	0.0737012	0.0497424	0.00725514	0.0880524	0.0168728	1.08269	0.316528	0.0530837	0.0963312	0.0585082	0.254684	0.322718	0.68031	1.07536	1.92161	5	7.804521
1391000	-1222.24	-1227.086	4.846154	2	2.955234	0.106573	0.151858	0.0122294	0.0538905	0.0317247	0.0284122	0.00228392	0.0131648	0.00263133	0.0174697	0.0502824	0.00124131	0.0324766	0.003087	0.0446018	0.0115874	0.017566	0.144258	0.108064	0.0549089	0.0800178	0.0552947	0.0165213	0.00475303	0.130795	0.00973155	0.025054	0.0201592	0.0301469	0.0231413	0.0451419	0.0194864	0.00564417	0.0132642	6.69906e-05	0.0317661	0.0147327	0.0134742	0.11171	0.117019	0.015192	0.0383856	0.0159374	0.105479	0.144479	0.0362146	0.187589	0.00567215	0.112662	0.0074421	0.00700976	0.0765882	0.049568	0.00246744	0.0894881	0.0460727	0.0323723	0.0473555	0.0154722	0.0904648	0.0287649	0.096647	0.12047	0.177721	0.0320621	0.261399	0.0587823	0.0277798	0.0224754	0.0192383	0.0530195	0.099584	0.187689	0.0480192	0.0136756	0.0131516	0.17173	0.0526481	0.00101947	0.036512	0.0645419	0.0148496	0.056389	0.0229502	0.0220315	0.713736	0.103206	0.145917	0.179192	0.0533855	0.0264497	0.385769	0.729019	1.08229	1.80293	4	5.70718
1392000	-1252.79	-1242.022	-10.76774	10	2.463926	0.0509331	0.302312	0.0213072	0.131753	0.0663707	0.00510071	0.0298956	0.0291244	0.014574	0.0123198	0.00143502	0.00754564	0.11151	0.0440142	0.0285055	0.0185576	0.0733548	0.06552	0.18932	0.0368498	0.149643	0.244371	0.0170717	0.0909324	0.135608	0.00482966	0.0127304	0.0251679	0.153278	0.0605249	0.036035	0.0194432	0.00279277	0.0718369	0.080469	0.0902727	0.0420947	0.000284509	0.0819439	0.133175	0.0560589	0.0287323	0.063173	0.140394	0.343977	5.27989e-05	0.205553	0.0611716	0.000950439	0.00451928	0.0784	0.0153408	0.0936792	0.0896663	0.19796	0.0962987	0.0849645	0.0198374	0.0518862	0.0242928	0.096985	0.0246716	0.0685031	0.019955	0.423055	0.0564192	0.000511386	0.00919394	0.120273	0.171907	0.00704465	0.0122427	0.216522	9.34535e-05	0.17725	0.187382	0.182064	0.0899407	0.00980702	0.265457	0.0994408	0.0155294	0.016439	0.00515917	0.0391093	0.920296	0.154153	0.0421009	0.0955177	0.0256931	0.12209	0.34301	0.696739	1.07821	1.88205	5	8.024522
1393000	-1236.741	-1245.128	8.387576	10	1.81216	0.0348037	0.237516	0.0114466	0.0299892	0.0579468	0.0453425	0.0197932	0.0147921	0.000891299	0.033117	0.023921	0.0423947	0.104673	0.0292355	0.0817335	0.00204742	0.107762	0.0127256	0.0891109	0.0214102	0.0872562	0.000515061	0.00797389	0.0294503	0.211372	0.0196979	0.0112573	0.048388	0.109774	0.026988	0.0115715	0.023535	0.0119912	0.269462	0.0415836	0.0624826	0.0558348	0.0115196	0.0719814	0.0197476	0.0477585	0.0233172	0.0284697	0.039876	0.159529	0.0121959	0.136551	0.0939325	0.0385291	0.00898396	0.12603	0.622424	0.0777866	0.0373224	0.0438022	0.00199098	0.0855604	0.115196	0.0399145	0.0676278	0.142779	0.00617511	0.17858	0.242949	0.0175047	0.00606395	0.166641	0.0070496	0.114339	0.0214274	0.0845979	0.239444	0.0524619	0.0465292	0.00182036	0.025849	0.0163381	0.102757	0.0184386	0.0310161	0.00462079	0.108019	0.0968626	0.0401627	0.12692	0.28623	0.0194749	0.161568	0.0340756	0.0332372	0.116103	0.269772	0.633427	1.06449	2.03231	5	6.489868
1394000	-1250.472	-1248.571	-1.901487	10	1.213116	0.193473	0.138638	0.0270514	0.102688	0.0233175	0.0759789	0.0347128	0.0209221	0.0783795	0.0591984	0.0001445	0.00688035	0.134724	0.000739377	0.00828762	0.00830937	0.0352162	0.0571474	0.234444	0.113349	0.320343	0.177766	0.037984	0.108529	0.129809	0.000889477	0.021641	0.000183008	0.181701	0.0174103	0.0033969	0.0233199	0.0106572	0.29536	0.0615271	0.0819345	0.0502054	0.0316386	0.038708	0.0395159	0.041824	0.211005	0.0728329	0.0453072	0.0861846	0.0110115	0.263563	0.29306	0.0687681	0.0728943	0.194574	0.328638	0.0685477	0.0698521	0.0338695	0.085084	0.0758263	0.106348	0.0996743	0.0646101	0.000103789	0.0379039	0.0391271	0.11021	0.0488329	0.09113	0.254167	0.0459448	0.0668063	0.00684327	0.0406392	0.14607	0.0974857	0.0323526	0.02256	0.067396	0.0620604	0.00257696	0.0983535	0.00524633	0.0683434	0.0180397	0.130598	0.0355917	0.0296622	0.730811	0.051261	0.0794482	0.0636737	0.0265567	0.00154555	0.177422	0.532614	1.02796	2.26201	5	7.790934
1395000	-1269.108	-1261.88	-7.228142	10	1.146424	0.208936	0.0553063	0.0390483	0.114544	0.055427	0.0771356	0.0455867	0.0178248	0.00691708	0.0101703	0.0414119	0.0163079	0.0501014	0.0534964	0.0159655	0.0758	0.09802	0.179433	0.28622	0.0230854	0.158322	0.138873	0.0268052	0.141778	0.0546558	0.0660651	0.0278633	0.00420666	0.0649546	0.0202609	0.00683554	0.0118162	0.00955546	0.16118	0.0353708	0.116402	0.0138439	0.0357918	0.100196	0.172456	0.05558	0.0686556	0.0268867	0.178278	0.217173	0.0715748	0.132182	0.00523634	0.0238081	0.166302	0.0382592	0.71724	0.0820726	0.071643	0.0838315	0.0428545	0.102432	0.0499318	0.147239	0.0142714	0.0227518	0.0362804	0.0559231	0.0661313	0.0149205	0.0644403	0.0569991	0.118309	0.0397186	0.0414165	0.00783371	0.389647	0.369365	0.642712	0.0253434	0.106783	0.0595624	0.0341288	0.0549169	0.206538	0.0117821	0.169594	0.0255667	0.0143226	0.00821743	0.00929285	0.128623	0.0423807	0.294574	0.0313977	0.0925676	0.16521	0.516735	1.02058	2.29748	5	8.37546
1396000	-1258.434	-1261.979	3.545166	10	0.7130046	0.0588863	0.145635	0.042514	0.103029	0.0264191	0.0403831	0.0483269	0.0339335	0.0384513	0.0262456	0.00289884	0.00469507	0.0230017	0.0243707	0.0441926	0.00646773	0.112974	0.162368	0.0657294	0.0950878	0.0228017	0.124603	0.0365307	0.153037	0.0862396	0.00663988	0.000622196	3.48638e-05	0.0255431	0.0237025	0.0143165	0.0431859	0.00961514	0.202544	0.0302168	0.0263077	0.0218621	0.0178139	0.0515221	0.0742387	0.0722938	0.00227267	0.0526993	0.129285	0.0533309	0.0187582	0.202288	0.0346603	0.0194885	0.124726	0.0748748	0.606183	0.0904353	0.00842058	0.186958	0.0375734	0.331814	0.225715	0.19121	0.0120972	0.0312198	0.00413045	0.0269218	0.0534495	0.0143995	0.225266	0.0661143	0.0334497	0.154973	0.0799533	0.00461643	0.0153253	0.0141828	0.129222	0.0489403	0.0630679	0.126695	0.0368666	0.0618001	0.0373052	0.0417767	0.0257114	0.0645323	0.00954641	0.03265	0.0255442	0.0943517	0.733958	0.126848	0.0617568	0.0148906	0.0769679	0.369602	0.929594	2.62384	5	7.011537
1397000	-1251.698	-1239.842	-11.85633	2	1.197747	0.149198	0.187456	0.0175456	0.109211	0.0354436	0.0556097	0.0288025	0.0602404	0.0168973	0.00158278	0.047453	0.0148738	0.0274606	0.0234745	0.057489	0.0205462	0.0464903	0.0309903	0.025087	0.0604067	0.0907979	0.254987	0.00935271	0.0844293	0.0486762	0.00382695	0.00527815	0.021763	0.037931	0.0704664	0.0850351	0.034822	0.0100893	0.128314	0.0457773	0.043935	0.0418945	0.00114292	0.0460115	0.0903017	0.0506182	0.0876147	0.00512853	0.269151	0.129678	0.00719646	0.156172	0.186385	0.0824531	0.0938829	0.116411	0.641019	0.0804582	0.00703311	0.00391923	0.139613	0.128329	0.023769	0.0846893	0.0168803	0.0104767	0.0924169	0.0033388	0.192277	0.0106932	0.104945	0.0145853	0.007889	0.0435968	0.0112148	0.152589	0.111606	0.241915	0.0473421	0.15903	0.0109934	0.0632483	0.117703	0.0501055	0.154886	0.0255957	0.0338975	0.0716268	0.114335	0.068822	0.329779	0.0606845	0.577149	0.0258829	0.054967	0.391973	0.174644	0.529069	1.02635	2.26994	4	7.837054
1398000	-1222.97	-1230.092	7.122713	10	0.7833776	0.194817	0.201169	0.000978381	0.153606	0.110814	0.0339347	0.0276478	0.141066	0.0544339	0.00796555	0.0330258	0.000126199	0.113574	0.0191676	0.0534951	0.0211209	0.0235089	0.0616952	0.136439	0.067293	0.178653	0.0888733	0.0113697	0.102933	0.0209205	0.0131715	0.00931866	0.0214488	0.0483235	0.0211198	0.00384587	0.0468354	0.00970907	0.0649402	0.0744035	0.1297	0.0250546	0.0183022	0.0931419	0.051489	0.0243358	0.00777229	0.0390986	0.0215912	0.0874427	0.00844767	0.0585825	0.0753404	0.0400079	0.783147	0.0578277	0.241085	0.0384838	0.0339519	0.0753763	0.00162189	0.00485411	0.015121	8.04733e-05	0.0276433	0.178145	0.00698323	0.0559781	0.161413	0.0224163	0.0220735	0.142477	0.0156129	0.12634	0.0646412	0.00914921	0.0292112	0.106218	0.0391889	0.0700888	0.208243	0.0327671	0.0486004	0.0261824	0.296638	0.0788086	0.0334902	0.306204	0.155613	0.153001	0.0391827	0.0121255	0.0518027	0.106797	0.0632002	0.00404981	0.092017	0.400355	0.95224	2.55539	5	6.797885
1399000	-1231.981	-1233.678	1.69721	10	1.454453	0.153298	0.152803	0.00484844	0.11392	0.235507	0.016292	0.00604408	0.00389821	0.0651775	0.040512	0.0131453	0.00741268	0.066983	0.00600759	0.00622064	0.0322713	0.113386	0.0806674	0.233695	0.0419493	0.10173	0.0868193	0.0304749	0.240941	0.00998247	0.0182703	0.0113666	0.00145238	0.0287437	0.0678254	0.0357587	0.0566256	0.00491427	0.0730206	0.0857974	0.0439444	0.0600707	0.000722061	0.0667566	0.106094	0.0894368	0.0171058	0.013396	0.0941504	0.107594	0.0109362	0.114803	0.208787	0.366163	0.560496	0.0343974	0.0641725	0.00689232	0.0648237	0.197907	0.0292505	0.0101091	0.118515	0.000315052	0.0187564	0.0369112	0.00825741	0.255164	0.224963	0.0314896	0.234052	0.00730751	0.124001	0.00331895	0.0153496	0.0214638	0.0225067	0.124047	0.144331	0.00622182	0.0521879	0.0185167	0.0378227	0.0110913	0.288086	0.048882	0.0388049	0.210751	0.0431083	0.197003	0.0361726	0.0180653	0.00891557	0.0447898	0.0296863	0.0139414	0.2182	0.580795	1.04763	2.15337	5	7.01057
1400000	-1224.866	-1240.169	15.30341	10	1.893645	0.147931	0.00318736	0.0097278	0.128871	0.0445209	0.022245	0.0230166	0.00648877	0.00670202	0.062803	0.00703192	0.0186719	0.0823707	0.0138076	0.022144	0.00529792	0.0286671	0.0210147	0.147943	0.0632308	0.0650669	0.0279576	0.0732792	0.000392078	0.0685634	0.00100867	0.00120584	0.0230725	0.0304301	0.0142607	0.0170386	0.0302207	0.0116777	0.0794326	0.0196495	0.0488999	0.00467284	0.0160153	0.0182339	0.131691	0.0300801	0.0288006	0.0610089	0.0764532	0.0367523	0.00932045	0.117411	0.0197903	0.0303785	0.392953	0.0253333	0.192241	0.100708	0.0340863	0.0169081	0.00801584	0.0231702	0.0538827	0.117191	0.122109	0.0107862	0.0117602	0.0175429	0.378166	0.087062	0.0899925	0.284126	0.0104267	0.0673778	0.0290673	0.220323	0.0276537	0.0296507	0.06911	0.110179	0.132454	0.0133361	0.0111134	0.0175922	0.0580733	0.0921464	0.0486761	0.00513267	0.0924723	0.0286924	0.205447	0.0419828	0.139012	0.0431039	0.00989173	0.187255	0.28024	0.643206	1.06709	2.00947	5	5.614643
1401000	-1216.194	-1227.603	11.40864	10	1.561206	0.164483	0.0669543	0.00998651	0.0875768	0.0694796	0.0584226	0.0387976	0.0914683	0.0121681	0.00217947	0.00499571	0.0255585	0.0214848	0.010024	0.0376244	0.0104053	0.0393211	0.117274	0.0981248	0.114066	0.104567	0.0991622	0.0183808	0.00864007	0.0778367	0.00098267	0.0033386	0.0162506	0.0572924	0.0817969	0.0788093	0.0498012	0.000677639	0.0430471	0.034537	0.0724529	0.0360179	0.0302269	0.180367	0.0627839	0.0221811	0.031881	0.00657052	0.0445045	0.0948515	0.00599617	0.0283076	0.0119739	0.00397467	0.792448	0.00113989	0.0366668	0.0631721	0.288155	0.014696	0.0110626	0.169577	0.0556781	0.0781122	0.0833356	0.0193946	0.0126115	0.0153483	0.171846	0.120103	0.0362702	0.0437735	0.0286157	0.0822672	0.100111	0.0416728	0.00673027	0.0115058	0.0182869	0.16599	0.0133043	0.0593532	0.0182424	0.0144486	0.276502	0.0925062	0.0279258	0.00676343	0.000503341	0.0185462	0.0476144	0.0875807	0.118062	0.000402109	0.0241107	0.0736095	0.234624	0.598437	1.05382	2.11312	5	5.73565
1402000	-1243.156	-1234.119	-9.037381	2	2.057145	0.248934	0.109398	0.019439	0.103973	0.0691965	0.0106397	0.00750693	0.00483457	0.0174305	0.0370372	0.00113238	0.014852	0.00830636	0.000259677	0.0105296	0.0111669	0.0409205	0.108745	0.203912	0.0587068	0.0430761	0.0426004	0.0136853	0.185147	0.0278537	0.00424937	0.000161338	0.0320688	0.119453	0.126895	0.00331523	0.0116474	0.00271304	0.0807626	0.108544	0.0965642	0.0433874	0.00514262	0.106699	0.0756491	0.0669376	0.0775594	0.0144387	0.235936	0.171954	0.00276121	0.141672	0.311778	0.0405128	0.145641	0.0504465	0.0326689	0.164627	0.0822286	0.0457284	0.00445828	0.118787	0.000198143	0.0707311	0.02784	0.00326382	0.0416474	0.000404129	0.0399959	0.279667	0.0823406	0.0954871	0.187746	0.0420294	0.0290869	0.393755	0.152232	0.24916	0.0361066	0.107395	0.0530406	0.00161724	0.0357826	0.123117	0.3663	0.00240585	0.0811081	0.210754	0.042468	0.413944	0.00258262	0.0604182	0.133167	0.000758035	0.0130226	0.0934824	0.300002	0.660956	1.07136	1.96769	4	7.397728
1403000	-1209.205	-1214.134	4.928425	10	2.280177	0.0493225	0.124038	0.0206673	0.0913547	0.10203	0.033308	0.0374134	0.0332412	0.0140368	0.00184625	0.024314	0.00468023	0.139599	0.0283716	0.00059972	0.0191043	0.0185631	0.182523	0.00624005	0.0429201	0.211341	0.16846	0.0194191	0.0185152	0.0689532	0.00700398	0.00329222	0.020073	0.0194227	0.0861536	0.0475163	0.0265662	0.00139885	0.0643112	0.0283229	0.0391403	0.0472117	0.00519177	0.03089	0.0237897	0.0658992	0.0612651	0.00894169	0.0972945	0.233476	0.0164482	0.0302822	0.0299906	0.0231066	0.0921339	0.0110672	0.0148039	0.0380425	0.0131833	0.00663374	0.0103807	0.317099	0.0915454	0.168949	0.122622	0.0534179	0.00477699	0.0266667	0.00167186	0.0855941	0.179862	0.127399	0.0336581	0.0538998	0.0204498	0.547989	0.247042	0.0450168	0.130629	0.0984079	0.0257391	0.0373869	0.0990461	0.0081071	0.00796315	0.000202743	0.113218	0.0418399	0.0128428	0.646335	0.110098	0.0438312	0.0166262	0.278449	0.102852	0.149994	0.324573	0.681844	1.07564	1.91794	5	6.715326
1404000	-1231.589	-1224.123	-7.466198	1	1.977579	0.0637968	0.199883	0.00223251	0.129705	0.0157478	0.0894587	0.00688062	0.00201682	0.0283647	0.00138504	0.00332984	0.0064446	0.12409	0.0329912	0.0567167	0.0302968	0.0287034	0.0308955	0.100006	0.0416647	0.0958953	0.0351603	0.064052	0.0681245	0.086271	0.00140993	0.0022089	0.00361132	0.0654983	0.182062	0.0135864	0.0185669	0.00376402	0.0967509	0.0316776	0.0506437	0.0789383	0.0204002	0.0704092	0.0729616	0.039298	0.0370911	0.0077699	0.0802343	0.0586496	0.00155907	0.0916076	0.267666	0.0554181	0.0277402	0.0563699	0.121971	0.0518361	0.0244965	0.22596	0.0347799	0.0306519	0.210888	0.0170473	0.0240918	0.0716801	0.074938	0.414907	0.230428	0.00115025	0.00497775	0.114246	0.131007	0.0126225	0.0180692	0.394465	0.0372891	0.202536	0.0239286	0.153143	0.112755	0.0654303	0.0129343	0.00698039	0.0458555	0.0127215	0.0821499	0.144499	0.0923142	0.419589	0.0568861	0.0536354	0.117129	0.172749	0.00423522	0.163569	0.290584	0.652608	1.06942	1.98739	3	6.97055
1405000	-1238.643	-1241.601	2.95861	10	2.270521	0.0732463	0.245237	0.0310706	0.0671291	0.0431641	0.0149598	0.0195038	0.0299795	0.00104681	0.0255499	0.0357386	0.00307291	0.0293202	0.0215414	0.0412595	0.0557733	0.0471474	0.0889567	0.114877	0.0748903	0.118092	0.0709575	0.00343578	0.0258707	0.0165013	0.0125717	0.00634897	0.018016	0.022667	0.0236873	0.093681	0.0411699	0.0270287	0.00642847	0.0133871	0.224401	0.0174971	0.0148382	0.0825761	0.0840127	0.0562527	0.068979	0.101889	0.246336	0.112425	0.00504789	0.162784	0.05803	0.0687354	0.0953286	0.0699017	0.120963	0.13964	0.00300927	0.0133696	0.0200706	0.50943	0.0889157	0.104314	0.0695139	0.00993982	0.0706809	0.0934826	0.015102	0.00810279	0.125985	0.107255	0.0136118	0.0277738	0.0456562	0.188084	0.00142356	0.087151	0.0378244	0.0657285	0.181479	0.0230688	0.0719387	0.0680971	0.338262	0.0349027	0.0125268	0.058373	0.0162535	0.0435806	0.0154446	0.0270509	0.554702	0.163604	0.0200426	0.00835236	0.323561	0.681008	1.07549	1.91994	5	6.637047
1406000	-1233.918	-1240.385	6.46748	10	2.078792	0.0414153	0.151072	0.00674542	0.0641705	0.0436822	0.0224065	0.0140292	0.0602526	0.0338598	0.0181744	0.00439477	0.00170145	0.0786916	0.00316079	0.00413579	0.0583841	0.0271211	0.079463	0.156442	0.0636811	0.100955	0.0208232	0.0257043	0.028112	0.065971	0.0266418	0.0173022	0.0331106	0.0729325	0.0626251	0.0411088	0.00128358	0.00861602	0.0663877	0.048655	0.0273647	0.0335741	0.0138675	0.107476	0.11359	0.0558051	0.0654928	0.0404996	0.0996358	0.267394	0.0206769	0.189072	0.0213488	0.0476242	0.0746405	0.0724761	0.00811409	0.0636725	0.0692412	0.160247	0.0204368	0.0196652	0.0190258	0.0564572	0.0262176	0.109047	0.0645275	0.0926051	0.137608	0.0599383	0.187273	0.00549717	0.0158119	0.519069	0.0170572	0.286074	0.0943535	0.0436063	0.00816741	0.0130187	0.0526692	0.0669298	0.0155409	0.218645	0.0351332	0.180626	0.135726	0.391329	0.0155876	0.0166365	0.00800387	0.282768	0.0488616	0.0522641	0.015683	0.0563657	0.302502	0.663139	1.07184	1.96252	5	6.493251
1407000	-1238.658	-1239.625	0.96721	10	1.601144	0.118364	0.302155	0.00974341	0.134051	0.0916518	0.0234902	0.110683	0.016887	0.0326852	0.0416514	0.0463588	0.0195222	0.0187353	0.00792967	0.0104696	0.00119013	0.0207257	0.0753046	0.0772878	0.072867	0.147796	0.0696061	0.0297848	0.11007	0.0835093	0.0137035	0.0489837	0.000499041	0.0786371	0.0573981	0.0188647	0.00181423	0.0135048	0.026725	0.0612591	0.0800992	0.0450914	0.0519919	0.0630039	0.189561	0.0449772	0.00762098	0.0591857	0.134985	0.0803279	0.00194065	0.161939	0.0154661	0.165332	0.091055	0.093823	0.13722	0.363609	0.0289471	0.169791	0.166329	0.0153426	0.0180494	0.00948109	0.103643	0.0279656	0.00942971	0.338755	0.0152468	0.15222	0.405818	0.120491	0.104866	0.035267	0.178053	0.031387	0.151681	0.252522	0.0121631	0.0340155	0.0287593	0.0599254	0.00276988	0.029737	0.0397547	0.0125118	0.164412	0.0771174	0.0146505	0.0154774	0.127295	0.137571	0.0884156	0.0702009	0.0262479	0.014202	0.240533	0.60457	1.05585	2.09905	5	7.071649
1408000	-1234.453	-1237.814	3.360418	10	0.8756814	0.300862	0.125804	0.00576369	0.0405334	0.0525867	0.0148449	0.0232202	0.00664913	0.047761	0.0852597	0.00895116	0.00947794	0.0551793	0.000100697	0.0542567	0.0179611	0.01529	0.0838487	0.303723	0.0247017	0.152093	0.0897143	0.0476002	0.107411	0.0720182	0.00802036	0.00375805	0.0603997	0.0324576	0.0376475	0.00618088	0.0205808	0.0136825	0.153615	0.00521452	0.123947	0.0217205	0.0350651	0.121668	0.0486283	0.02359	0.0832457	0.0475111	0.123796	0.104447	0.0148523	0.124341	0.0113159	0.0432916	0.134278	0.0172774	0.0817322	0.770196	0.0447649	0.0840478	0.013333	0.0194964	0.144972	0.00568268	0.0236717	0.0284972	0.0404071	0.645031	0.0109972	0.0470115	0.00626885	0.264314	0.00119984	6.00133e-05	0.069704	0.038581	0.0276703	0.204148	0.0013935	0.171058	0.0154118	0.0236108	0.0235747	0.0267319	0.00961575	0.0293961	0.0889327	0.288245	0.0741778	0.104017	0.0145526	0.0114771	0.193308	0.0324027	0.0451904	0.264481	0.111532	0.435909	0.975905	2.47665	5	7.155508
1409000	-1211.511	-1217.446	5.935095	2	1.390264	0.135329	0.000350633	0.0160924	0.0958997	0.018073	0.0606911	0.00375	0.00128578	0.011979	0.000968371	0.00657695	0.0256523	0.0685897	0.00991249	0.010979	0.0108815	0.00317364	0.156295	0.115666	0.10294	0.0392581	0.027937	0.00656985	0.0804581	0.0971116	0.00271596	0.0147144	0.00400331	0.0505602	0.0699044	0.00637479	0.0162233	0.0149601	0.00414674	0.0575345	0.0959895	0.0393975	0.0163244	0.0500109	0.0985769	0.123354	0.00518078	0.047537	0.0429062	0.0955842	0.0238288	0.177472	0.532163	0.0214194	0.00720053	0.0533298	0.0627984	0.017963	0.0445534	0.057447	0.00457749	0.0841533	0.0783311	0.0765563	0.0270533	0.0187634	0.0619034	0.340226	0.35317	0.124728	0.0496564	0.037292	0.000544927	0.152833	0.0201781	0.0841194	0.0584218	0.251524	0.134944	0.0105765	0.0551031	0.09816	0.00417196	0.0215037	0.0429441	0.0100326	0.115209	0.0954515	0.0821794	0.00419773	0.00204292	0.223608	0.0895165	0.147233	0.0519679	0.0376093	0.207862	0.56921	1.04327	2.17966	4	6.011079
