Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
2781000	-1285.779	-1334.292	48.51278	10	2.510912	0.000722099	0.0554168	0.0600093	1.95906e-05	0.0355575	0.015475	0.107196	0.0408344	0.152813	0.0439257	0.0156296	0.154873	0.0285011	0.00483058	0.0607054	0.0456222	0.110673	0.0357452	0.0137878	0.0543586	0.116146	0.110656	0.00196801	0.0909427	0.0504841	0.000764103	0.070078	0.0820754	0.0167045	0.0386824	0.0607856	0.0164121	0.519827	0.0123296	0.086417	0.0452495	0.00072326	0.103214	0.0917952	0.0301434	0.214335	0.273288	0.000826641	0.0857312	0.141802	0.0351422	0.00313401	0.111436	0.0534333	0.0431202	0.116674	0.0795403	0.122992	0.462218	0.133918	0.0413186	0.00512437	0.16324	0.0737906	0.198107	0.0201574	0.347489	0.700264	1.07875	1.8735	5	4.961424
2782000	-1302.916	-1345.521	42.60461	10	3.630949	0.0177648	0.00181423	0.124834	0.00859064	0.0568675	0.12139	0.129152	0.0467143	0.274411	0.0275413	0.0263741	0.0528838	0.0330053	0.0563847	0.0348127	0.185023	0.00903168	0.0817895	0.0264853	0.0411751	0.198031	0.0963722	0.0213171	0.0332256	0.12739	0.0146119	0.100789	0.00530595	0.0596214	0.0359033	0.0343622	0.0603228	0.285059	0.00870707	0.0273153	0.0333368	0.0133059	0.183071	0.049009	0.0458373	0.0826708	0.118986	0.043499	0.207089	0.09988	0.0393233	0.0942541	0.107719	0.0797353	0.111635	0.14133	0.119387	0.123009	0.404365	0.0191731	0.0850754	0.0358132	0.234601	0.00405979	0.0869911	0.0085781	0.432863	0.761395	1.08425	1.72149	5	5.036113
2783000	-1310.6	-1340.951	30.35138	10	2.164863	0.000631418	0.0163312	0.0633453	0.0201077	0.076968	0.0316919	0.0326417	0.0839752	0.194387	0.0617495	0.0388463	0.0875876	0.0153233	0.0224033	0.0309306	0.0831679	0.0245758	0.0946581	0.0177505	0.0174998	0.117504	0.0752184	0.00200893	0.0324738	0.0865326	0.0617879	0.148299	0.239476	0.0686367	0.0480383	0.0601547	0.0238795	0.491825	0.0141215	0.00567218	0.0840653	0.0771186	0.0989277	0.248612	0.0567138	0.228343	0.341386	0.0541083	0.0231828	0.291538	0.00528863	0.0303741	0.178285	0.126749	0.225782	0.0706324	0.189973	0.00528592	0.621195	0.0242714	0.168501	0.0841222	0.242794	0.0156262	0.173676	0.0849923	0.312191	0.671473	1.07362	1.94272	5	6.241742
2784000	-1288.564	-1326.123	37.55898	10	2.85904	0.0181601	0.0174746	0.151215	0.0260678	0.0249886	0.00756743	0.0408313	0.066138	0.205043	0.00226385	3.19338e-05	0.0926684	0.0251558	0.00465533	0.0305937	0.0867911	0.0982703	0.0151933	0.00143266	0.0425664	0.183696	0.111648	0.0919428	0.0535635	0.114456	0.00890801	0.0378391	0.102152	0.0409834	0.00551917	0.121148	0.0558584	0.0217718	0.0623779	0.0919614	0.0733141	0.0222609	0.0896831	0.0736234	0.00355405	0.0272112	0.0635384	0.0522082	0.10682	0.198783	0.0242693	0.0934359	0.309838	0.101747	0.0226188	0.258679	0.246064	0.567635	0.546344	0.301628	0.00749227	0.0408835	0.171299	0.0490602	0.0848571	0.0132737	0.378054	0.723412	1.08173	1.81681	5	5.611055
2785000	-1307.274	-1347.611	40.33669	10	1.379774	0.0150274	0.00745294	0.0698466	0.0291613	0.00620396	0.0421537	0.0367259	0.0859627	0.18958	0.0110229	0.0441607	0.0658522	0.0160252	0.0578427	0.0841794	0.145336	0.0448341	0.062889	0.0141715	0.00852204	0.217257	0.191097	0.0750756	0.0352232	0.0222962	0.00426069	0.0815825	0.0538448	0.044821	0.0784937	0.0950994	0.00988008	0.0263753	0.0123156	0.0292164	0.101296	0.00780755	0.0421502	0.121038	0.0151465	0.190389	0.154435	0.172483	0.205699	0.0808235	0.00424956	0.0191082	0.0491688	0.0340553	0.135934	0.231503	0.263469	0.356263	0.396261	0.0107635	0.234265	0.0916334	0.10787	0.0479611	0.0624242	0.0424885	0.206138	0.56724	1.04251	2.18412	5	5.192475
2786000	-1285.094	-1330.084	44.98929	10	1.779473	0.00475666	0.00497685	0.0671718	0.00593501	0.0264063	0.0248052	0.0277334	0.0639181	0.307246	0.0299111	0.0467057	0.0544715	0.0150161	0.0466365	0.0174747	0.0704899	0.0342105	0.0874332	0.00305227	0.0399342	0.135797	0.0450557	0.0486802	0.0317805	0.101191	0.126936	0.0680178	0.087004	0.0225558	0.0399963	0.0299501	0.0312533	0.0152391	0.0185814	0.0469329	0.0128942	0.000944638	0.0664326	0.141463	0.0378486	0.0652062	0.320407	0.184606	0.105571	0.147585	0.0319155	0.000135816	0.22311	0.118414	0.135395	0.194211	0.0503699	0.268059	0.481528	0.0775258	0.123873	0.0760854	0.163035	0.0514517	0.0299761	0.0441464	0.26545	0.629308	1.06335	2.04189	5	4.979447
2787000	-1292.009	-1332.184	40.17475	10	1.781229	0.0109632	0.0121472	0.104585	0.0126088	0.0101822	0.0696773	0.117393	0.0377927	0.212978	0.016966	0.0192521	0.0732066	0.0193399	0.0160981	0.0100042	0.087848	0.136413	0.0283576	0.00768382	0.011884	0.160151	0.106577	0.126379	0.0889621	0.120487	0.000117039	0.00338471	0.123508	0.00828422	0.0313775	0.107763	0.0780199	0.241544	0.0150066	0.709692	0.0474697	0.00568515	0.085016	0.145753	0.0702431	0.225905	0.171668	0.142071	0.187809	0.147027	0.00899726	0.0176104	0.0635334	0.0745901	0.0650335	0.115357	0.282901	0.0117884	0.419881	0.0387845	0.00282077	0.0296897	0.187887	0.0136276	0.0771535	0.0351423	0.265684	0.629533	1.06341	2.04137	5	5.610077
2788000	-1312.517	-1343.194	30.67679	10	4.972267	0.0143347	0.0180014	0.00970217	0.00424961	0.0776677	0.0237985	0.00764236	0.0811414	0.240631	0.0357034	0.0125832	0.15108	0.0338976	0.0253148	0.0151251	0.237893	0.06071	0.140119	0.00335025	0.0195251	0.161649	0.0554743	0.0686419	0.127147	0.0800718	0.0282937	0.118109	0.00321978	0.0283195	0.0575251	0.0245039	0.0532069	0.126535	0.134848	0.33064	0.129263	0.0122977	0.0720386	0.111112	0.198287	0.305073	0.0452513	0.00170382	0.11405	0.0577019	0.0198334	0.0138289	0.144804	0.128584	0.0653326	0.108047	0.142108	0.131469	0.44236	0.0335764	0.0325021	0.0483418	0.0743124	0.0950069	0.0618483	0.0964831	0.500922	0.803293	1.08335	1.61244	5	5.295872
2789000	-1309.37	-1350.002	40.63178	10	1.295339	0.0228091	0.00900597	0.0904038	0.0114742	0.0513262	0.0125354	0.0167025	0.0789854	0.181543	0.0532604	0.0122854	0.0272959	0.0150315	0.0422604	0.0258907	0.0399616	0.0483365	0.113927	0.0260988	0.0490016	0.100461	0.210683	0.0354559	0.0259954	0.262297	0.186082	0.0391178	0.0448337	0.019443	0.0418308	0.121377	0.00740603	0.0400817	0.0498155	0.224003	0.200453	0.0943262	0.075867	0.0635884	0.225817	0.131594	0.149206	0.078906	0.0674213	0.130887	0.0120936	0.0202968	0.137771	0.243207	0.0285359	0.0502516	0.216839	0.0422977	0.590295	0.167639	0.0316727	0.0827762	0.111712	0.0478825	0.0132239	0.0599499	0.191907	0.550522	1.03574	2.22183	5	5.411529
2790000	-1288.247	-1329.931	41.68324	10	2.389242	0.000295021	0.00852963	0.0952187	0.0157817	0.0376544	0.0665181	0.0509059	0.0543236	0.164466	0.0258129	0.0137308	0.107615	0.019883	0.0244738	0.0912485	0.0250753	0.037556	0.0141824	0.00509424	0.048053	0.105895	0.105604	0.0778711	0.172158	0.161735	0.0443804	0.0361478	0.0262198	0.0387024	0.0535858	0.072205	0.11515	0.150063	0.0502514	0.459232	0.00401578	0.0774279	0.0403998	0.057935	0.0218647	0.320201	0.121805	0.00525237	0.163422	0.104205	0.0521226	0.0148556	0.18377	0.110115	0.0509673	0.105618	0.151904	0.107523	0.329429	0.0772881	0.0246536	0.0362043	0.131082	0.0107317	0.0867418	0.0478625	0.335698	0.690907	1.07725	1.89614	5	5.013015
2791000	-1287.631	-1323.965	36.33359	10	2.299447	0.0305017	0.0294454	0.0998208	0.000965882	0.0850597	0.0675555	0.0224745	0.0239423	0.357034	0.0239043	0.000919825	0.0318462	0.0431602	0.0219054	0.0527761	0.028455	0.0906446	0.0619706	0.00817379	0.0454458	0.0273172	0.0825659	0.00562507	0.138384	0.200641	0.0895773	0.0472944	0.0139331	0.0520903	0.0309151	0.123	0.0430157	0.00720679	0.131133	0.606595	0.204097	0.0104642	0.139436	0.0365664	0.0549787	0.310571	0.12556	0.0258161	0.185956	0.0166216	0.0933496	0.021527	0.116265	0.0347772	0.0449683	0.490804	0.0924548	0.029884	0.552152	0.0640623	0.0482426	0.00438022	0.136815	0.0711111	0.202713	0.00663831	0.326579	0.683495	1.07595	1.91398	5	5.845506
2792000	-1293.618	-1331.824	38.20577	10	3.58582	0.0309793	0.00451399	0.0585025	0.00203545	0.063421	0.082367	0.0247469	0.102647	0.226786	0.00762022	0.0239985	0.0914104	0.0285275	0.0333161	0.0453173	0.0697445	0.0127226	0.0175069	0.00385595	0.031182	0.0743989	0.073433	0.0309909	0.0717758	0.194863	0.214035	0.102202	0.0934378	0.0947904	0.0040636	0.171354	0.00498802	0.1065	0.00862307	0.443059	0.0947774	0.0190316	0.249393	0.179459	0.0654727	0.107128	0.199268	0.11532	0.157588	0.0560835	0.11031	0.0446563	0.192808	0.100759	0.0580708	0.0843846	0.11289	0.133138	0.44925	0.00746746	0.0141588	0.0193295	0.114938	0.038295	0.0271458	0.00309071	0.430053	0.759547	1.0842	1.7262	5	5.403928
2793000	-1283.413	-1325.338	41.92507	10	2.725613	0.00214761	0.04577	0.100823	0.00184563	0.0291648	0.0467834	0.000509013	0.120772	0.311479	0.0100795	0.0397291	0.0810651	0.029127	0.0253721	0.00738421	0.0813613	0.0629735	0.0448068	0.0324442	0.0548113	0.241469	0.187004	0.00486797	0.0371231	0.147628	0.109687	0.0436341	0.0067057	0.0192271	0.0944411	0.190505	0.0476519	0.0553397	0.178154	0.463651	0.00783495	0.00619539	0.0695954	0.145194	0.0319084	0.167639	0.201245	0.0579327	0.0656941	0.0403017	0.094673	0.00778534	0.28579	0.0559271	0.0787039	0.0215653	0.158796	0.00952405	0.792327	0.180042	0.0652504	0.0619018	0.167358	0.0101947	0.0480716	0.0253614	0.366854	0.715107	1.08078	1.83726	5	5.812353
2794000	-1298.085	-1340.627	42.54204	10	2.961119	0.00303427	0.0454558	0.0477353	0.0226855	0.0685349	0.065282	0.0611291	0.105323	0.185302	0.0308012	0.00828068	0.126239	0.00952851	0.0577747	0.0250748	0.0666297	0.148366	0.0392216	0.0312696	0.0733405	0.127064	0.000618218	0.0908477	0.109607	0.101103	0.0950181	0.165327	0.0246378	0.0149995	0.0926951	0.102506	0.0254928	0.225969	0.0186794	0.390309	0.0350678	0.0809535	0.0216697	0.0794186	0.0935495	0.0945417	0.13037	0.047082	0.405121	0.13236	0.0901973	0.0724614	0.0175977	0.105134	0.0436342	0.0818818	0.12671	0.00795706	0.362395	0.054935	0.0427164	0.0545599	0.2226	0.00706923	0.0204247	0.0458023	0.386232	0.729352	1.08232	1.8021	5	5.282091
2795000	-1287.947	-1327.311	39.36412	10	3.42146	0.00321418	0.0196283	0.0781653	0.00340887	0.0244462	0.0378037	0.0276016	0.0671288	0.197136	0.0266711	0.0101645	0.0483517	0.020259	0.0340029	0.00869649	0.0448225	0.091596	0.0477256	0.00973179	0.0545876	0.187458	0.0596503	0.071265	0.0353165	0.0406827	0.0424629	0.0126198	0.062989	0.0533836	0.026952	0.0709291	0.0504693	0.0255935	0.0391825	0.297211	0.212384	0.0723135	0.105913	0.0682802	0.0675726	0.194367	0.194799	0.0234867	0.171948	0.0870535	0.0602971	0.0486352	0.225444	0.0960421	0.0927855	0.121222	0.11425	0.0594542	0.535333	0.057543	0.0887186	0.0499799	0.131077	0.00358439	0.0454459	0.0124899	0.419449	0.752482	1.08393	1.74414	5	4.871725
2796000	-1282.062	-1326.337	44.2747	10	2.177917	0.0187311	0.00414215	0.0781557	0.058871	0.0163256	0.027389	0.00418793	0.0571949	0.191192	0.0379158	0.010148	0.0859635	0.0665523	0.0118096	0.0469952	0.145079	0.113575	0.0119548	0.00518259	0.0581491	0.231179	0.0613132	0.0858959	0.121846	0.161065	0.0451026	0.0417722	0.0435243	0.00538633	0.0764254	0.0948006	0.0290254	0.318044	0.0437121	0.429335	0.0254046	0.0623306	0.0680779	0.0723693	0.0357751	0.0840613	0.152507	0.0389034	0.071932	0.0506186	0.151957	0.110793	0.0847688	0.0624381	0.0332197	0.158945	0.194361	0.153197	0.485156	0.0087785	0.0185727	0.0215342	0.227929	0.00904167	0.0365541	0.0427157	0.313626	0.672691	1.07386	1.93982	5	5.299881
2797000	-1293.866	-1334.628	40.76196	10	2.0652	0.0061144	0.0240983	0.0614759	0.00122316	0.0292825	0.0209338	0.0813629	0.0818796	0.205429	0.0482572	0.000409766	0.13689	0.0330352	0.01681	0.0729977	0.0310069	0.0771729	0.0233432	0.0939297	0.0134357	0.117627	0.189858	0.0567331	0.0177033	0.0101024	0.00810893	0.0627262	0.112253	0.0788147	0.015356	0.063846	0.0418739	0.0193561	0.0163175	0.578125	0.189486	0.0849458	0.133773	0.126705	0.00233397	0.178938	0.0959294	0.0386689	0.245052	0.182605	0.129832	0.0426065	0.192385	0.0823092	0.00544206	0.146638	0.0303519	0.0349878	0.631793	0.197063	0.0692435	0.0161385	0.117802	0.0705897	0.0238164	0.041265	0.300935	0.661773	1.07154	1.96575	5	5.55859
2798000	-1307.073	-1345.496	38.4237	10	2.009577	0.0692909	0.00126782	0.0246592	0.0281979	0.0195037	0.0273555	0.0654643	0.0375881	0.273706	0.0516109	0.0115619	0.116514	0.0581719	0.0108478	0.0251536	0.0288145	0.0100496	0.111021	0.00631481	0.0179864	0.168721	0.273775	0.0647134	0.0442609	0.124263	0.0259468	0.0190565	0.0476481	0.0864362	0.0340978	0.135367	0.0476014	0.110991	0.0165963	0.34554	0.0886343	0.0367917	0.0640837	0.0040372	0.0193919	0.0910709	0.190103	0.0977027	0.41634	0.0374549	0.191362	0.0221575	0.111189	0.146036	0.0151203	0.33565	0.159649	0.0731332	0.412541	0.0598369	0.0127197	0.0421364	0.18241	0.000579558	0.165547	0.0380342	0.294415	0.656028	1.07023	1.97933	5	5.553807
2799000	-1293.576	-1335.512	41.93652	10	3.510754	0.000669331	0.0198087	0.0288542	0.00879159	0.00635986	0.0386543	0.00909491	0.0382333	0.12888	0.020541	0.0195517	0.115315	0.0812414	0.0395534	0.0844626	0.077413	0.0436597	0.0334268	0.0169677	0.0306966	0.140612	0.11383	0.0351712	0.107985	0.129123	0.0648216	0.0385193	0.0698263	0.00093787	0.157949	0.215128	0.0363172	0.0589354	0.0284412	0.355692	0.0252721	0.00576902	0.0339847	0.0213938	0.131598	0.156869	0.108786	0.0760061	0.179481	0.23029	0.182259	0.0848157	0.235269	0.0881075	0.0390862	0.00164287	0.126262	0.0587588	0.451335	0.00367624	0.0364534	0.0545375	0.0143766	0.0600898	0.115369	0.0221301	0.425284	0.756387	1.08409	1.73424	5	4.939084
2800000	-1281	-1327.781	46.78082	10	2.065088	0.00630699	0.00118825	0.0294313	0.0240282	0.0313476	0.0119797	0.0319242	0.0439012	0.146727	0.0506349	0.00212714	0.105118	0.0229816	0.0771402	0.0174344	0.0550578	0.0351937	0.0142582	0.0113335	0.0218212	0.143245	0.0864612	0.0847499	0.0438546	0.125912	0.0363991	0.0305598	0.058276	0.00996184	0.0429128	0.0955699	0.0594988	0.0688895	0.0140993	0.332474	0.00295766	0.0862301	0.115914	0.0286508	0.038615	0.27775	0.144855	0.0992274	0.0714124	0.190198	0.155706	0.0697852	0.0508478	0.12904	0.132184	0.145418	0.175727	0.0887864	0.378671	0.106796	0.0651508	0.0816284	0.175813	0.00487638	0.10023	0.0206495	0.300922	0.661761	1.07154	1.96578	5	4.909918
2801000	-1291.646	-1343.916	52.27003	10	2.198742	0.0304873	0.0181886	0.0291312	0.0349603	0.0234397	0.0229499	0.00466493	0.039522	0.263109	0.00457776	0.0416802	0.0228448	0.0366666	0.00542456	0.0423255	0.0257	0.0298012	0.0466767	0.0730087	0.0684094	0.0560754	0.018338	0.0696021	0.185262	0.0243518	0.0182686	0.0988613	0.0510425	0.0743918	0.0602041	0.0391869	0.0417447	0.0502601	0.161186	0.240929	0.018657	0.0577417	0.0683259	0.0184755	0.0600657	0.0541668	0.158453	0.0322118	0.170202	0.0224529	0.181731	0.00299912	0.14487	0.105784	0.075665	0.112241	0.166205	0.0750076	0.226056	0.0398181	0.0472139	0.0312452	0.14191	0.0265439	0.0831927	0.03849	0.315898	0.67461	1.07425	1.93524	5	4.212996
2802000	-1282.696	-1326.737	44.04124	10	3.912165	0.0164157	0.0132299	0.0571132	0.0136856	0.0171044	0.0207954	0.00305393	0.0530261	0.193038	0.0432735	0.0506486	0.03425	0.023792	0.0083428	0.0260567	0.0387471	0.0317684	0.0411501	0.00279319	0.0542786	0.172049	0.111099	0.00780403	0.00789076	0.0523219	0.193283	0.0219446	0.105044	0.148088	0.0472246	0.0935588	0.0299246	0.0937068	0.00277227	0.332046	0.033414	0.0419632	0.150668	0.00127015	0.0468634	0.200507	0.168588	0.0447837	0.0998527	0.118289	0.0829439	0.00796216	0.122828	0.00441525	0.13741	0.125325	0.191052	0.0878706	0.693321	0.062365	0.0219553	0.00144383	0.163229	0.064271	0.0638194	0.0287792	0.449471	0.772116	1.0844	1.69401	5	4.926509
2803000	-1285.602	-1325.762	40.15943	10	2.174281	0.00477655	0.022678	0.105874	0.00948611	0.0705712	0.0251196	0.00927349	0.0613009	0.24219	0.0403486	0.0150543	0.0792274	0.0454271	0.0259897	0.0591618	0.0637011	0.0655443	0.0849825	0.0187986	0.0814804	0.252671	0.0480073	0.00881248	0.102864	0.0874887	0.0725952	0.00944154	0.0826378	0.0468284	0.0258842	0.0733741	0.0762595	0.0414888	0.280877	0.371514	0.00346343	0.0619676	0.0952403	0.0717665	0.0997937	0.147442	0.0659598	0.0242402	0.136244	0.22983	0.145864	0.0425183	0.144442	0.121549	0.0145011	0.0646396	0.285056	0.0265095	0.525708	0.0221082	0.0692121	0.0433835	0.172734	0.00839806	0.0521472	0.00239395	0.313227	0.672353	1.0738	1.94062	5	5.38884
2804000	-1294.584	-1331.816	37.23229	10	2.677749	0.00626446	0.0199732	0.0825855	0.00734165	0.0500042	0.0320024	0.0256853	0.0380846	0.335235	0.0675506	0.0674214	0.114234	0.0408215	0.0421385	0.0165434	0.102316	0.110184	0.0645415	0.0101883	0.0398936	0.00502887	0.24503	0.012929	0.0450025	0.0360561	0.218145	0.00959441	0.112899	0.0860305	0.0135346	0.0741026	0.0361945	0.0594085	0.0118011	0.393251	0.020656	0.0292382	0.120584	0.0811174	0.0255412	0.295574	0.137015	0.0610796	0.0831792	0.101751	0.0537914	0.022911	0.107251	0.183124	0.141467	0.13106	0.256026	0.0497595	0.371102	0.00160324	0.0992513	0.0795633	0.153291	0.00606102	0.187011	0.0156014	0.362686	0.711966	1.08039	1.84496	5	5.446625
2805000	-1315.681	-1346.491	30.81046	10	3.615085	0.0284022	0.01428	0.0459831	0.0242385	0.104763	0.0357223	0.041204	0.056433	0.307303	0.00740982	0.0980709	0.108388	0.0256426	0.0192411	0.0689928	0.0859963	0.0488415	0.0980081	0.0162845	0.0268704	0.135369	0.0360103	0.0121481	0.11171	0.322163	0.125151	0.163877	0.043009	0.0432893	0.0291827	0.134706	0.0403821	0.00861015	0.0104502	0.413753	0.184847	0.0537421	0.102729	0.0911555	0.1017	0.314751	0.219385	0.107881	0.201583	0.0670915	0.123072	0.015276	0.16357	0.147015	0.00217347	0.17131	0.219555	0.06702	0.482973	0.143309	0.025669	0.00455035	0.10881	0.0202564	0.013854	0.03586	0.43188	0.76075	1.08423	1.72314	5	6.081025
2806000	-1274.093	-1330.556	56.46331	10	2.330827	0.0298199	0.00283116	0.0277546	0.0119242	0.0947479	0.0304454	0.019133	0.0277141	0.108344	0.0439621	0.0189955	0.111472	0.0272832	0.0184229	0.0243507	0.0798254	0.0531022	0.0342599	0.0159174	0.0679442	0.197353	0.0623812	0.0999631	0.141643	0.0772288	0.0430677	0.103764	0.097092	0.0256105	0.0400209	0.0669849	0.0677636	0.0472361	0.0181177	0.336104	0.119258	0.09463	0.0866514	0.0589063	0.0272302	0.126852	0.015265	0.0628936	0.182313	0.0866699	0.127716	0.0429885	0.0977462	0.117086	0.0359867	0.101808	0.0800228	0.0935146	0.36014	0.00516499	0.019107	0.173911	0.0117533	0.0155148	0.00191762	0.0175413	0.329807	0.686137	1.07643	1.90763	5	4.43517
2807000	-1309.37	-1342.208	32.83795	10	2.097891	0.0092803	0.00311372	0.0635435	0.00964053	0.00197971	0.0535953	0.00890719	0.062387	0.183094	0.0324384	0.00144532	0.240201	0.041618	0.0368051	0.0417989	0.076933	0.202485	0.0210198	0.0340191	0.0866266	0.138134	0.0122321	0.15196	0.183046	0.13439	0.0120155	0.160497	0.0132939	0.0167376	0.0126943	0.0765652	0.0446299	0.528738	0.0668796	0.141606	0.0222416	0.0397415	0.0362792	0.0127238	0.0518537	0.0364256	0.168151	0.187051	0.134023	0.0391671	0.190575	0.101756	0.00924041	0.193116	0.0633477	0.222439	0.385298	0.0419987	0.319013	0.0403439	0.0224335	0.151165	0.0119629	0.0854501	0.0936139	0.0267177	0.304686	0.665035	1.07226	1.95802	5	5.59048
2808000	-1295.389	-1331.433	36.0438	10	3.113603	0.0261587	0.000956721	0.0999491	0.00138262	0.044908	0.0314293	0.0251398	0.0806948	0.237985	0.043159	0.0179031	0.154214	0.0329242	0.0254999	0.0481273	0.0185077	0.0531747	0.0505277	0.00411494	0.0336359	0.148439	0.0185232	0.0797263	0.11039	0.119028	0.0218359	0.0105477	0.00667901	0.0819185	0.0440373	0.0948493	0.186473	0.333385	0.00250629	0.0423754	0.195298	0.0325443	0.110881	0.0525642	0.0544592	0.0750103	0.0744555	0.0214428	0.221997	0.184802	0.186589	0.0113333	0.260076	0.102374	0.0387533	0.118616	0.115837	0.0209061	0.600437	0.0421058	0.0253257	0.0973377	0.00242923	0.0237574	0.0508293	0.0227519	0.397864	0.73763	1.08302	1.78148	5	5.074019
2809000	-1299.906	-1333.499	33.59351	10	3.510903	0.0170868	0.00984578	0.0204205	0.0280092	0.0529069	0.0618978	0.0510402	0.0471466	0.29533	0.0113886	0.0110454	0.148001	0.0238616	0.0480068	0.0302493	0.04761	0.116078	0.0461394	0.0242717	0.0833983	0.108114	0.0204797	0.108042	0.0169211	0.285543	0.111576	0.0237053	0.0153976	0.00830596	0.0549643	0.0722782	0.0377021	0.587867	0.0782639	0.124157	0.0334907	0.145607	0.0984442	0.0807191	0.0589003	0.244994	0.0595554	0.0391613	0.0183501	0.123528	0.209174	0.0317709	0.158246	0.232187	0.0681474	0.163969	0.164186	0.104298	0.594378	0.0182712	0.0147454	0.0487956	0.0307209	0.0391475	0.0733053	0.0064546	0.425293	0.756394	1.08409	1.73422	5	5.687598
2810000	-1298.427	-1338.378	39.95123	10	1.944288	0.00137987	0.0142103	0.0807556	0.0121753	0.0383154	0.0140633	0.0865229	0.0477193	0.294332	0.0938383	0.014283	0.18832	0.0220761	0.0279647	0.051161	0.126332	0.00941528	0.0317203	0.00244161	0.0964568	0.185214	0.0174207	0.0735001	0.0602804	0.130989	0.0591925	0.072756	0.0335683	0.0080884	0.0404195	0.0980378	0.058883	0.350065	0.0729027	0.0261692	0.0419346	0.00764225	0.223246	0.247191	0.00163402	0.156112	0.122377	0.0324598	0.133873	0.141078	0.116632	0.168349	0.0885401	0.0970428	0.0287886	0.244035	0.0646904	0.00228491	0.276297	0.0373034	0.0294716	0.0621571	0.00158076	0.0779465	0.0237817	0.010273	0.286532	0.648955	1.06853	1.99598	5	4.97769
2811000	-1300.549	-1337.894	37.3453	10	2.568136	0.00309285	0.0248889	0.0605871	0.0217337	0.104772	0.0700458	0.00925796	0.0570313	0.103823	0.0149059	0.00923413	0.0627643	0.0441508	0.00482093	0.00673192	0.0236999	0.0912892	0.0455805	0.031246	0.0382185	0.0216226	0.14063	0.0128463	0.0165441	0.147308	0.115883	0.183624	0.121977	0.120592	0.0377307	0.123255	0.0160186	0.330341	0.0985104	0.0738831	0.089274	0.0671024	0.112021	0.0393588	0.0113572	0.184927	0.0893801	0.0995594	0.105134	0.0889609	0.104506	0.142446	0.202627	0.352065	0.0113938	0.259358	0.29948	0.0501356	0.611129	0.0184723	0.0239743	0.0630926	0.0367802	0.0198447	0.0673543	0.0694604	0.352823	0.704416	1.07936	1.8634	5	5.607831
2812000	-1316.56	-1346.4	29.84004	10	2.713435	0.0282468	0.0505673	0.0356729	0.00650796	0.0962434	0.103264	0.0514111	0.0535418	0.305311	0.029092	0.00133166	0.0705469	0.00316727	0.051229	0.083993	0.0150668	0.0498115	0.0693944	0.0241738	0.0703758	0.00551847	0.0856108	0.0630806	0.00238181	0.0487115	0.172779	0.161426	0.00118424	0.038835	0.00134964	0.0456351	0.0439314	0.359738	0.117267	0.0551513	0.273088	0.0113477	0.0555962	0.0578393	0.0510021	0.118043	0.136014	0.131483	0.130615	0.126898	0.113918	0.161117	0.195459	0.357781	0.00445187	0.223406	0.0802891	0.0607027	0.523829	0.15684	0.00812659	0.0314356	0.0110135	0.0310157	0.122213	0.0759389	0.365801	0.714317	1.08068	1.8392	5	5.651012
2813000	-1291.363	-1331.113	39.75008	10	2.081119	0.0438399	0.048918	0.0770257	0.00355873	0.078735	0.0182545	0.0485392	0.120646	0.288272	0.0223338	0.0150831	0.0456618	0.0421508	0.0164184	0.0134134	0.0820233	0.0123693	0.021273	0.0148978	0.0425186	0.0780722	0.0874617	0.0642622	0.183618	0.128562	0.0562486	0.0497948	0.0293597	0.0385101	0.0855228	0.080339	0.0314633	0.450576	0.0593886	0.00975511	0.102653	0.0392312	0.109301	0.114718	0.0382329	0.149504	0.0649283	0.102404	0.16512	0.0711029	0.110306	0.117388	0.114584	0.280887	0.0470748	0.0645408	0.125548	0.0622497	0.54301	0.0151012	0.18716	0.050869	0.051092	0.00324203	0.0296663	0.0944499	0.302769	0.663371	1.07189	1.96197	5	5.343228
