Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
65000	-53.42914	-84.60168	31.17254	2	4.600316	0.00618748	0.0638401	0.169007	0.169978	0.0264315	0.025928	0.0595187	0.0245933	0.138338	0.0113388	0.0838005	0.312358	0.305711	0.0529259	0.113128	0.00570774	0.00800689	0.48458	0.793707	1.08392	1.63779	4	1.576798
66000	-44.07299	-77.74445	33.67146	2	1.410471	0.0454372	0.032856	0.087033	0.0464415	0.0206843	0.0361147	0.0296003	0.0212371	0.100677	0.0666004	0.105001	0.0293527	0.0373711	0.0112625	0.225317	0.169798	0.483194	0.211155	0.572943	1.0447	2.1712	4	1.547977
67000	-34.79306	-81.86864	47.07558	10	4.057319	0.179195	0.0289614	0.0980818	0.00567991	0.0532526	0.0244066	0.0410218	0.0553165	0.0806453	0.0462064	0.106297	0.0688304	0.108698	0.0364757	0.0900125	0.0621963	0.117512	0.457484	0.777168	1.08439	1.68096	5	1.202788
68000	-16.46172	-76.22413	59.76241	10	0.7866471	0.155232	0.00183537	0.082433	0.0768779	0.0313066	0.00750711	0.0491174	0.0163467	0.0796535	0.0124276	0.0010841	0.0293694	0.443625	0.184645	0.14244	0.0202295	0.103053	0.0927143	0.401702	0.953185	2.5524	5	1.437182
69000	-36.12431	-82.189	46.06468	10	0.8129081	0.13183	0.11667	0.0439549	0.0176854	0.0585032	0.0567781	0.0435614	0.0456387	0.0173674	0.129968	0.0359541	0.43608	0.210636	0.0615186	0.205601	0.0526553	0.357627	0.0983024	0.412279	0.960468	2.52895	5	2.02203
70000	-39.69452	-76.79031	37.0958	2	2.175649	0.0759084	0.0848843	0.0719603	0.100975	0.0111644	0.00587216	0.00384138	0.0549408	0.0457714	0.020232	0.237602	0.121873	0.00577617	0.0125194	0.0226353	0.119371	0.00334428	0.313377	0.67248	1.07382	1.94032	4	0.9986709
71000	-20.83823	-77.5412	56.70297	10	1.036268	0.122577	0.035877	0.0753882	0.0773326	0.0182508	0.0812493	0.107896	0.0117005	0.00395807	0.0669448	0.40841	0.116816	0.0239596	0.0539895	0.0371443	0.0164777	0.0772398	0.144133	0.487388	1.00576	2.36272	5	1.33521
72000	-21.18998	-77.67017	56.4802	10	1.168096	0.0228072	0.0402356	0.054031	0.0124782	0.00311686	0.145521	0.00534406	0.0801486	0.00259738	0.103874	0.0443494	0.0096648	0.427318	0.0984595	0.0154874	0.155421	0.00798925	0.169224	0.522039	1.02309	2.28564	5	1.228843
73000	-40.23227	-77.90011	37.66783	2	4.050182	0.0159948	0.0153157	0.137763	0.0222361	0.0421975	0.0554001	0.00972762	0.0687747	0.0134005	0.0400741	0.159838	0.0935264	0.0152435	0.118274	0.226177	0.0189805	0.0163045	0.457098	0.776927	1.08439	1.68159	4	1.069228
74000	-13.8618	-74.24755	60.38575	10	3.286341	0.0773536	0.0323942	0.0665796	0.0421682	0.0119974	0.0105244	0.0173757	0.00928568	0.00174604	0.0033786	0.0621374	0.0801164	0.0279751	0.0490515	0.178544	0.0585556	0.00742919	0.410268	0.746243	1.08361	1.75988	5	0.7366129
75000	-17.42876	-76.44681	59.01805	10	2.532268	0.0329833	0.0168219	0.0944886	0.108405	0.0564613	0.053281	0.0780459	0.0278894	0.0203933	0.00692017	0.014288	0.166293	0.400539	0.00894223	0.0240696	0.0514719	0.0629571	0.349495	0.701831	1.07898	1.86969	5	1.224251
76000	-32.02311	-78.86329	46.84018	10	2.226286	0.0444747	0.063971	0.10709	0.0148246	0.00733688	0.0369666	0.0632374	0.0318152	0.100452	0.0493346	0.242613	0.0290117	0.0219869	0.182066	0.171528	0.238976	0.206528	0.318869	0.677104	1.07474	1.92928	5	1.612214
77000	-30.56488	-76.51923	45.95435	10	0.936177	0.20504	0.0450495	0.091697	0.052982	0.00241382	0.060124	0.00463101	0.172896	0.00954726	0.0049034	0.160676	0.182572	0.654488	0.0178644	0.0977602	0.00875611	0.0281205	0.12405	0.45669	0.988564	2.4307	5	1.79952
78000	-42.38867	-75.89615	33.50748	1	1.834014	0.0118986	0.00935827	0.127176	0.0686442	0.0472755	0.0335029	0.038566	0.0821716	0.0384462	0.00831818	0.0170317	0.109357	0.0935931	0.00802882	0.0364038	0.0182452	0.496286	0.272622	0.636117	1.06522	2.02604	3	1.244304
79000	-28.39701	-79.66571	51.2687	10	0.5353946	0.0190057	0.0182231	0.381752	0.0515918	0.0578297	0.0385919	0.0297445	0.0313933	0.0455476	0.0249057	0.0424971	0.119259	0.00485651	0.000757883	0.321871	0.117907	0.148649	0.0401208	0.274396	0.844407	2.84108	5	1.454382
80000	-27.05528	-79.56468	52.50939	10	0.2896842	0.114814	0.00946882	0.0230713	0.057541	0.115713	0.0644666	0.0392799	0.0137352	0.0355533	0.0170187	0.452844	0.0231319	0.125197	0.295942	0.0425926	0.0953178	0.104916	0.0044959	0.096498	0.578065	3.32094	5	1.630602
81000	-33.57621	-79.4289	45.85269	10	1.984953	0.0153949	0.0113974	0.0785368	0.0268819	0.0135423	0.0745647	0.0369589	0.0955847	0.000149507	0.126678	0.0796079	0.174299	0.373823	0.247843	0.00568454	0.0792596	0.0193132	0.291472	0.653404	1.06961	1.98552	5	1.459521
82000	-25.80567	-79.03636	53.23068	10	1.215443	0.036771	0.00878756	0.0263321	0.110575	0.0241398	0.00509012	0.068849	0.0177944	0.127733	0.0489258	0.0914982	0.222619	0.183843	0.261606	0.00555941	0.0269814	0.208314	0.17784	0.533145	1.0282	2.26082	5	1.47542
83000	-17.62048	-76.11936	58.49888	10	1.616008	0.0249284	0.067171	0.134095	0.0644957	0.00352073	0.0349772	0.00444378	0.0402885	0.0378966	0.0711341	0.267425	0.0768734	0.0290333	0.0337321	0.0139757	0.052319	0.139243	0.2427	0.606792	1.05657	2.09394	5	1.095553
