Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
2744000	-726.879	-733.7992	6.920261	2	1.857901	0.0910648	0.0386487	0.274248	0.101697	0.128675	0.197849	0.00544019	0.0855215	0.037422	0.0683473	0.00543614	0.0666475	0.0173198	0.0314374	0.00630184	0.401225	0.0188742	0.0642088	0.101075	0.00807425	0.0890114	0.0928105	0.0184382	0.0111717	0.0186877	0.0139436	0.0845481	0.205001	0.0901404	0.0733111	0.102681	0.177322	0.0434354	0.0135335	0.0196173	0.161686	0.0902632	0.0832035	0.137264	0.00634763	0.047389	0.532539	0.166765	0.0573415	0.318962	0.0225899	0.232651	0.0591097	0.0862227	0.189168	0.000942906	0.275701	0.638999	1.06599	2.01931	4	4.995612
2745000	-713.1429	-732.3041	19.16124	10	3.792514	0.012596	0.0232026	0.162953	0.272278	0.0930707	0.0092648	0.0880494	0.12582	0.124998	0.374639	0.0249674	0.00374005	0.0589114	0.0200178	0.0123312	0.0258054	0.00817192	0.00769446	0.113866	0.0412209	0.0644495	0.0965119	0.0779164	0.0017795	0.0810256	0.0607002	0.0188783	0.163936	0.0803979	0.0678411	0.123903	0.0223934	0.0171729	0.0022487	0.144929	0.0174999	0.0214572	0.0541341	0.295115	0.00650625	0.139917	0.171393	0.0254359	0.156597	0.050402	0.133058	0.0196403	0.298308	0.30213	0.029627	0.094732	0.442588	0.767714	1.08437	1.70533	5	4.443634
2746000	-729.7337	-735.1915	5.457764	2	3.005961	0.0327606	0.034662	0.0966279	0.511629	0.0924011	0.224971	0.137442	0.0566458	0.0254108	0.154441	0.0978897	0.0401375	0.0377266	0.185529	0.0123452	0.168028	0.0211874	0.0102127	0.177907	0.0310261	0.00874316	0.0853414	0.0254049	0.0300821	0.121285	0.0256931	0.0150608	0.00645036	0.190167	0.0322302	0.186385	0.0359052	0.014054	0.250162	0.0967142	0.015767	0.194825	0.0726933	0.0512643	0.0404293	0.347505	0.134825	0.263522	0.00915126	0.101088	0.047855	0.0573699	0.156557	0.208239	0.00435223	0.151083	0.389723	0.731857	1.08255	1.79587	4	5.129186
2747000	-700.4749	-720.3711	19.89616	10	1.713551	0.0123918	0.0666824	0.210757	0.234481	0.0995859	0.0835509	0.0888188	0.00310605	0.00847113	0.249947	0.0466364	0.0186735	0.0292292	0.0356116	0.000296548	0.0493464	0.0346645	0.0315402	0.00618082	0.0233699	0.0409114	0.0410186	0.0989048	0.00608026	0.201316	0.0418478	0.0262366	0.228227	0.302694	0.183331	0.0302046	0.270211	0.546082	0.0182305	0.205812	0.0309015	0.0658083	0.162305	0.0478564	0.12695	0.0494775	0.137967	0.179871	0.0435174	0.0919088	0.0772331	0.00288077	0.0538985	0.00612534	0.179965	0.0272826	0.256508	0.620631	1.06084	2.06202	5	4.858398
2748000	-724.3492	-727.6075	3.258255	2	1.84334	0.100218	0.016937	0.163419	0.201476	0.0462767	0.03048	0.01457	0.0686893	0.00306884	0.141419	0.0203791	0.0837787	0.0390154	0.0138816	0.0993729	0.00206276	0.0348924	0.0695069	0.106154	0.0859272	0.136761	0.046952	0.0376358	0.0127732	0.196401	0.0194355	0.0202229	0.224421	0.014135	0.0464269	0.0443328	0.164614	0.461181	0.104448	0.39193	0.0121391	0.723026	0.0209092	0.0799329	0.0710382	0.351773	0.261198	0.0536177	0.0978441	0.216911	0.0121247	0.0198769	0.0198242	0.173632	0.114983	0.068384	0.273829	0.637249	1.06553	2.0234	4	5.560408
2749000	-718.6522	-731.9679	13.31571	2	1.747962	0.0101338	0.0899199	0.0568971	0.235253	0.080191	0.0141563	0.0315259	0.0179911	0.057459	0.0894992	0.0284033	0.0583607	0.0275971	0.0258385	0.00965118	0.012464	0.00233522	0.0789918	0.0504962	0.0308347	0.162422	0.154966	0.0373995	0.00366704	0.0297101	0.0404019	0.0276837	0.175263	0.0379996	0.279189	0.259363	0.0294023	0.00260668	0.00649289	0.0132271	0.194309	0.0078845	0.0899954	0.0495007	0.0631629	0.015992	0.216273	0.304294	0.0588216	0.531121	0.0556615	0.132195	0.0172926	0.0128316	0.19329	0.214605	0.261214	0.625224	1.06218	2.05138	4	4.425022
2750000	-707.0306	-724.3435	17.31294	10	2.088226	0.118481	0.0905983	0.0220968	0.287807	0.00562526	0.296908	0.0815371	0.0897318	0.0374138	0.30724	0.0513457	0.0158352	0.142529	0.0327198	0.00507572	0.0442649	0.0177811	0.0359468	0.0624352	0.00577382	0.0157152	0.0901534	0.0190828	0.0244777	0.0334792	0.0379472	0.0200821	0.10708	0.0502263	0.137057	0.0233939	0.199326	0.03612	0.0244303	0.00445525	0.0393985	0.543529	0.195464	0.118399	0.409242	0.0373463	0.233841	0.00335282	0.0385658	0.0428054	0.133109	0.19313	0.0532963	0.0156964	0.0822499	0.0508163	0.303584	0.664079	1.07205	1.96029	5	4.764415
2751000	-724.0233	-731.0628	7.039467	2	3.512356	0.169291	0.0454231	0.190558	0.268715	0.104867	0.0884412	0.0125138	0.0684372	0.197804	0.0805075	0.0200189	0.00107053	0.0209409	0.0902818	0.00674104	0.0655412	0.00443111	0.0568941	0.0807346	0.0675221	0.0452713	0.0864717	0.0249805	0.0116569	0.169489	0.1091	0.0137142	0.0205776	0.0212434	0.168244	0.0329212	0.00432819	0.0915833	0.14669	0.0591456	0.329889	0.318988	0.168136	0.014358	0.0833	0.0736465	0.0870539	0.0410787	0.0878159	0.0646534	0.0487233	0.028801	0.592227	0.3546	0.052059	0.0030921	0.425387	0.756456	1.08409	1.73406	4	4.994573
2752000	-691.6185	-717.2221	25.60353	10	1.438348	0.0808377	0.00434499	0.0115899	0.285457	0.394458	0.0724614	0.159169	0.00273141	6.66632e-05	0.0568465	0.0390951	0.022514	0.0039018	0.0224042	0.00594854	0.0550048	0.00546204	0.00484342	0.0386229	0.00581942	0.0304308	0.0757142	0.00534344	0.000140332	0.014186	0.0113203	0.0393118	0.0102011	0.048419	0.160568	0.027386	0.00808709	0.00615634	0.210896	0.137902	0.0511548	0.255435	0.0883602	0.107841	0.0241869	0.181469	0.274189	0.136308	0.0358881	0.121295	0.107447	0.0670687	0.0277145	0.345792	0.0687196	0.0816215	0.21564	0.577962	1.04659	2.15981	5	4.032131
2753000	-706.7371	-724.3756	17.63856	10	3.628017	0.0723193	0.029838	0.0479267	0.259272	0.00739005	0.0261469	0.0191323	0.201487	0.0359183	0.00708125	0.150354	0.00285618	0.0386397	0.0691574	0.0220141	0.00205921	0.0200107	0.103792	0.025586	0.114183	0.0189625	0.331712	0.0478725	0.00352083	0.247592	0.0239454	0.0767241	0.105817	0.0370417	0.453942	0.0778079	0.0511306	0.0575811	0.036779	0.00233566	0.00709927	0.0445229	0.0593443	0.107873	0.379636	0.120799	0.136006	0.135198	0.0691299	0.146923	0.18792	0.015768	0.00903221	0.29819	0.107707	0.00801	0.432682	0.761276	1.08425	1.72179	5	4.661086
2754000	-715.9565	-725.2666	9.310152	10	2.50268	0.0770832	0.0386802	0.0601823	0.202998	0.0921591	0.0625581	0.0092299	0.160851	0.147155	0.0597981	0.00562203	0.026718	0.00734091	0.0110069	0.0162853	0.283381	0.0119056	0.0183707	0.0653522	0.0377703	0.246867	0.0469244	0.0290749	0.00242861	0.0132419	0.00907128	0.134875	0.0389004	0.0586444	0.120577	0.224528	0.170319	0.278134	0.0232855	0.0549318	0.150788	0.134531	0.93652	0.113671	0.00350039	0.176933	0.0506873	0.0961134	0.113673	0.303783	0.0139396	0.106341	0.117304	0.0536882	0.311898	0.0347954	0.346711	0.699654	1.07866	1.87498	5	5.564417
2755000	-709.9387	-728.0462	18.1075	10	1.76133	0.0369363	0.0196651	0.0760993	0.246842	0.0411449	0.00749071	0.0760245	0.00594876	0.132844	0.102487	0.047482	0.032351	0.00793329	0.0438549	0.00348395	0.0669331	0.00557155	0.0120522	0.148349	0.00963336	0.177138	0.0576558	0.0250961	0.0138513	0.175288	0.0251949	0.0312736	0.0228146	0.0251044	0.480611	0.0959699	0.0544792	0.0221967	0.682484	0.243614	0.0877007	0.0692621	0.0321402	0.132875	0.00491604	0.343749	0.0122343	0.137244	0.199947	0.140016	0.0460476	0.00710404	0.00332608	0.133721	0.211824	0.0468115	0.263019	0.626971	1.06268	2.04733	5	4.864815
2756000	-710.4046	-730.0957	19.6911	10	1.124901	0.037513	0.0205055	0.111357	0.0863639	0.21402	0.137757	0.0689431	0.145839	0.0826734	0.0373686	0.0351768	0.00609918	0.0311618	0.0516598	0.0396688	0.0527861	0.0318567	0.0155693	0.0497135	0.0228522	0.188056	0.0650576	0.06838	0.00168441	0.00658838	0.0383715	0.103677	0.0663684	0.213154	0.549935	0.0959615	0.0242013	0.373956	0.136394	0.158756	0.00534745	0.0310027	0.0852827	0.322924	0.331383	0.0658386	0.0421136	0.174649	0.133959	0.164598	0.0144728	0.0303376	0.0829205	0.0398204	0.0453366	0.0444678	0.16118	0.511323	1.01796	2.30953	5	4.98388
2757000	-703.5002	-722.2632	18.76295	10	2.747792	0.133169	0.0829315	0.0648203	0.0921965	0.0813385	0.00512171	0.0528782	0.104861	0.0690271	2.05576e-05	0.0669634	0.053253	0.0766302	0.0104871	0.00176299	0.0153646	0.0141727	0.0888325	0.0390556	0.0328583	0.0394913	0.095202	0.00651206	0.00937418	0.00709865	0.0222674	0.033155	0.0957071	0.0768813	0.127162	0.00576657	0.0536114	0.414723	0.0147655	0.0596934	0.0280377	0.0689827	0.121617	0.335494	0.0887398	0.0954202	0.0853172	0.0974567	0.0803617	0.0271899	0.0613175	0.0101075	0.164726	0.417912	0.0967894	0.429577	0.368758	0.716533	1.08095	1.83376	5	4.356203
2758000	-704.2909	-719.4956	15.2047	2	2.215894	0.0656668	0.0677071	0.0998287	0.166729	0.196649	0.0963424	0.0574427	0.261161	0.0116482	0.0330937	0.0179897	0.0446922	0.0237639	0.0274275	0.00948236	0.0414554	0.0171714	0.0264285	0.157451	0.0250344	0.062102	0.0511768	0.0269548	0.00848289	0.00155089	0.0159726	0.0424206	0.030955	0.0320992	0.00533964	0.195209	0.403395	0.0491914	0.134769	0.00988941	0.0120323	0.33933	0.0109503	0.0373021	0.0383529	0.545306	0.166173	0.0599027	0.0994513	0.0165636	0.00127458	0.0876668	0.174408	0.00830111	0.00400008	0.141703	0.317752	0.676169	1.07456	1.93152	4	4.259392
2759000	-709.1892	-723.587	14.3978	2	2.374379	0.00378381	0.0970876	0.0485066	0.243462	0.124662	0.0744528	0.244599	0.0505846	0.0570257	0.0148718	0.0468522	0.0302407	0.0955544	0.0622383	0.0220238	0.00346234	0.0749708	0.0370904	0.103456	0.00606424	0.011728	0.0755404	0.0249267	0.00193147	0.0155381	0.0682998	0.034836	0.0593619	0.0226284	0.174492	0.143002	0.00697298	0.280131	0.16637	0.00355646	0.182776	0.262237	0.0766506	0.0628754	0.000145332	0.595932	0.0159067	0.0369644	0.0383611	0.0149619	0.21431	0.0407217	0.00383317	0.0967943	0.0121988	0.0530962	0.334214	0.689711	1.07705	1.89902	4	4.238068
2760000	-709.2022	-720.1214	10.91925	10	1.640511	0.0144464	0.0278287	0.0549815	0.250678	0.0710609	0.124614	0.0284679	0.0378857	0.0956715	0.0803146	0.0144836	0.0142954	0.00451456	0.054507	0.016872	0.0165903	0.0136263	0.0345687	0.0653235	0.0253825	0.0306477	0.0347468	0.0446459	0.0264556	0.0670608	0.150949	0.0327363	0.197202	0.0610679	0.391001	0.172434	0.0259371	0.237907	0.206594	0.303938	0.039382	0.000819156	0.18571	0.0260935	0.745859	0.0483042	0.00113907	0.0368872	0.185881	0.01791	0.261374	0.00183542	0.0937713	0.108719	0.512914	0.205981	0.246235	0.610388	1.05771	2.08567	5	5.502015
2761000	-700.0455	-729.8956	29.85016	10	1.685214	0.0726372	0.0143469	0.0171822	0.140753	0.109325	0.0837126	0.0217693	0.0168778	0.037113	0.0228251	0.100474	0.00472906	0.00478253	0.0331722	0.0107455	0.002751	0.000983141	0.105327	0.0442909	0.0209868	0.00558968	0.0946359	0.0169731	0.00290378	0.125001	0.0275716	0.144165	0.049357	0.0622904	0.29916	0.0875942	0.137445	0.00579211	0.218667	0.0210851	0.00194414	0.1753	0.251336	0.193683	0.00267803	0.00201471	0.0363992	0.0136278	0.0578124	0.0113752	0.329563	0.0326057	0.0876311	0.0468837	0.213405	0.0225096	0.252569	0.616739	1.05967	2.07102	5	3.641782
2762000	-706.2287	-722.2821	16.05347	10	1.884739	0.0144408	0.001916	0.0913391	0.298154	0.147037	0.02647	0.00796879	0.199015	0.023551	0.00457402	0.0383559	0.0355341	0.0225461	0.00420266	0.0112881	0.233575	0.0436684	0.00576848	0.185449	0.0536941	0.0258009	0.0636388	0.0295749	0.0346488	0.076951	0.0569454	0.0609901	0.0191757	0.329227	0.377893	0.182904	0.0317864	0.131448	0.0609486	0.251438	0.373822	0.201791	0.174902	0.184098	0.104556	0.0327373	0.0221214	0.305444	0.0391462	0.00634331	0.172279	0.132226	0.105806	0.0422227	0.0514377	0.0960788	0.279117	0.642169	1.06682	2.0119	5	5.226929
2763000	-701.7724	-729.435	27.66252	2	0.5824196	0.0499164	0.000110162	0.0140544	0.248636	0.0178688	0.021785	0.0542611	0.0221307	0.0174184	0.0289843	0.0530829	0.00236983	0.00378106	0.0150756	0.0143132	0.0180868	0.027084	0.00877886	0.0517053	0.00173198	0.0250611	0.0218577	0.0131612	0.0166193	0.0440736	0.0261489	0.0191636	0.0570452	0.0601965	0.214757	0.0413271	0.0227581	0.0422683	0.00466924	0.0486541	0.0244401	0.0820502	0.179287	0.114458	0.0736294	0.048483	0.17024	0.215414	0.0587063	0.253733	0.207653	0.0209784	0.150648	0.00659378	0.118707	0.0142128	0.0495035	0.302358	0.872078	2.77606	4	3.068172
2764000	-716.2161	-734.2918	18.07575	10	2.327616	0.0572384	0.130635	0.00918173	0.3051	0.14747	0.34834	0.0345842	0.0428042	0.00863971	0.00703452	0.0562055	0.0272657	0.0651681	0.0458941	0.00588208	0.0283527	0.0442158	0.00196157	0.122553	0.00127764	0.0908976	0.131621	0.0432445	0.00181486	0.0508683	0.0617085	0.11701	0.0371163	0.0233365	0.36796	0.0603538	0.243784	0.157122	0.0248181	0.106858	0.0732752	0.020397	0.0936252	0.0564131	0.149264	0.0625749	0.0579926	0.0820852	0.0138269	0.022211	0.00847442	0.0719655	0.140067	0.225606	0.243984	0.394921	0.329479	0.68587	1.07638	1.90827	5	4.725
2765000	-714.4233	-730.7849	16.36153	10	1.125853	0.0443046	0.094698	0.0356898	0.211016	0.282526	0.0460429	0.185539	0.163671	0.0145417	0.0822972	0.0444782	0.0554997	0.00115598	0.0280431	0.014074	0.296543	0.00405685	0.0077468	0.0499089	0.06865	0.0835545	0.0845147	0.0293769	0.00174963	0.0365299	0.0543735	0.00344762	0.277194	0.0756569	0.290768	0.12633	0.197116	0.00723224	0.107529	0.173559	0.200421	0.0159092	0.0199982	0.18638	0.244616	0.0540194	0.0753186	0.0470308	0.0357491	0.0461005	0.100956	0.199775	0.0114092	0.0106443	0.0591205	0.0334071	0.161359	0.511566	1.01808	2.30899	5	4.620268
2766000	-727.2662	-733.6167	6.350518	10	1.73229	0.163189	0.0254021	0.081119	0.527857	0.12378	0.0477961	0.118336	0.00882726	0.0303976	0.0806181	0.0531562	0.0159146	0.00529336	0.152251	0.00969559	0.0708826	0.0204651	0.0387309	0.0601911	0.0192244	0.0212528	0.27492	0.0590483	0.033389	0.0633221	0.0102644	0.142195	0.271225	0.015485	0.0182814	0.0222761	0.215764	0.0565479	0.0676799	0.0539675	0.190308	0.00728255	0.0378052	0.312736	0.0220123	0.315281	0.0895757	0.0996846	0.0246015	0.0550242	0.250071	0.467466	0.113166	0.191585	0.0404329	0.194623	0.259081	0.62315	1.06158	2.05619	5	5.3904
2767000	-696.7647	-716.7278	19.96314	10	1.65039	0.0080589	0.0421227	0.109061	0.34873	0.0880492	0.00462054	0.0168508	0.0578068	0.180942	0.056518	0.0103634	0.00949164	0.0368112	0.00878852	0.000559956	0.139874	0.0278619	0.00415737	0.0332607	0.0159903	0.000140682	0.0564451	0.0431358	0.0145574	0.0183809	0.0344935	0.0524602	0.177423	0.0185208	0.00852409	0.0838679	0.0237852	0.396331	0.19037	0.0226996	0.24966	0.0507947	0.151019	0.0288524	0.0939472	0.0804016	0.0646081	0.122636	0.0341067	0.293647	0.024145	0.382205	0.10926	0.196152	0.0105125	0.563169	0.247648	0.611814	1.05816	2.08238	5	4.79617
2768000	-692.7893	-719.8534	27.0641	10	0.6900112	0.0168483	0.0691148	0.0253605	0.304429	0.126162	0.118291	0.0297828	0.0125093	0.00169697	0.0110486	0.00363826	0.00905478	0.0411714	0.0784861	0.00446385	0.0317476	0.0147795	0.0213764	0.00488573	0.0118181	0.0267606	0.149909	0.0150884	0.0013782	0.100938	0.136763	0.0349319	0.21138	0.0143352	0.149119	0.0364581	0.0256048	0.0917182	0.00101602	0.0979215	0.117521	0.0340158	0.149483	0.181098	0.0251567	0.035117	0.0375215	0.0771674	0.123824	0.0197315	0.484996	0.285316	0.00118553	0.128952	0.214157	0.280866	0.072056	0.358779	0.92111	2.64806	5	4.226098
2769000	-710.401	-720.9729	10.57187	10	1.026927	0.0660652	0.0659914	0.0533783	0.170512	0.512318	0.131379	0.154848	0.0490738	0.0289348	0.265102	0.062983	0.00142666	0.00462485	0.00586096	0.00264711	0.0289025	0.000238884	0.124892	0.100043	0.0458435	0.0123323	0.116967	0.011793	0.00927944	0.0577941	0.00339659	0.0201529	0.0757043	0.166219	0.0728223	0.0869647	0.0180923	0.379591	0.00669889	0.017331	0.376987	0.0532279	0.095015	0.168144	0.0453457	0.012679	0.160958	0.0541341	0.0260353	0.539934	0.373994	0.202115	0.0157933	0.0851487	0.350007	0.0457753	0.142295	0.484698	1.00432	2.36868	5	5.535497
2770000	-704.8636	-729.1342	24.27057	10	1.986052	0.0477836	0.037174	0.077273	0.224938	0.0438116	0.0267926	0.00508043	0.0495925	0.0175792	0.00454888	0.0411892	0.0226598	0.0632936	0.0995747	0.0216235	0.0551998	0.010512	0.056353	0.125834	0.101018	0.00502689	0.0216789	0.00833203	0.0103399	0.0811476	0.0456474	0.0226632	0.00693348	0.225348	0.00872162	0.0307773	0.194685	0.166007	0.0816874	0.0427287	0.0559811	0.0695912	0.242563	0.248135	0.0084229	0.0113864	0.215573	0.0569678	0.0597686	0.0620175	0.202401	0.11458	0.0990529	0.195937	0.510635	0.0368903	0.291604	0.653522	1.06964	1.98524	5	4.273459
2771000	-717.1936	-730.7609	13.56733	10	2.323246	0.104113	0.0434037	0.0783558	0.291029	0.0756222	0.0312681	0.000779307	0.494458	0.237454	0.0927855	0.0183589	0.00561075	0.109836	0.0517917	0.025014	0.150901	0.0245134	0.0162745	0.0651344	0.00725578	0.00173583	0.0194973	0.0820858	0.0233496	0.0401849	0.0869583	0.00951624	0.0808998	0.0685675	0.0054129	0.222787	0.153373	0.111575	0.0212547	0.211808	0.192426	0.101122	0.0690853	0.00311161	0.396484	0.0300507	0.156547	0.0307775	0.00865828	0.150948	0.210155	0.137182	0.124245	0.000281144	0.317314	0.0071645	0.329032	0.685504	1.07631	1.90915	5	4.998515
2772000	-699.3858	-719.2428	19.85707	10	1.477317	0.0785659	0.0179033	0.0280104	0.31523	0.0723745	0.117568	0.0877099	0.0195095	0.00750939	0.0216614	0.0291676	0.049465	0.0566096	0.0523731	0.00734776	0.043196	0.0179183	0.0429224	0.066199	0.0111107	0.0192259	0.181896	0.0418016	0.0152914	0.0456085	0.0420212	0.0633025	0.154411	0.515752	0.287197	0.0350952	0.0611307	0.127241	0.296139	0.102896	0.0107876	0.137851	0.0483789	0.0067787	0.512962	0.0183529	0.0135612	0.124575	0.255032	0.0278943	0.120527	0.0747283	0.0340782	0.0111781	0.188178	0.105558	0.221797	0.584737	1.04906	2.1444	5	4.821782
2773000	-698.076	-720.6676	22.59163	10	6.777601	0.0145771	0.087078	0.0349085	0.232138	0.0817451	0.0902761	0.0158742	0.114848	0.0901236	0.0139035	0.00721371	0.0135553	0.00597821	0.0291556	0.00488102	0.0182354	0.0101567	0.0442389	0.0440426	0.0268567	0.117269	0.0672801	0.0350476	0.0263008	0.0471724	0.0120335	0.0888037	0.228299	0.18474	0.112624	0.00779522	0.194156	0.0451988	0.0307991	0.0569376	0.050195	0.0109543	0.0206926	0.228052	0.0441992	0.063913	0.076863	0.0551464	0.155987	0.090484	0.010415	0.222331	0.0474984	0.136263	0.0841231	0.306316	0.562502	0.837038	1.07947	1.52099	5	3.837677
2774000	-707.0442	-727.2545	20.21036	10	3.866889	0.0760239	0.0272335	0.0701052	0.304301	0.0545859	0.0577593	0.116933	0.094254	0.0960575	0.0112222	0.0354861	0.0144558	0.125089	0.0653028	0.148126	0.00952687	0.0497658	0.0584034	0.0423808	0.0248208	0.0108104	0.0427688	0.0604457	0.021848	0.071907	0.00996602	0.022535	0.0137677	0.465781	0.42927	0.0201913	0.098648	0.260659	0.143906	0.0443745	0.0128938	0.0217535	0.101823	0.0362801	0.105943	0.0324084	0.0658088	0.0860837	0.0467243	0.0169607	0.0808863	0.0391112	0.0350423	0.410926	0.00532383	0.0806292	0.446897	0.770476	1.0844	1.69823	5	4.377309
2775000	-706.2994	-732.4439	26.14445	10	1.333759	0.0334018	0.0342062	0.105122	0.170568	0.202883	0.183461	0.0718584	0.101779	0.0493825	0.0168167	0.0931317	0.0110081	0.0196762	0.0327573	0.0383019	0.00949095	0.0081561	0.0633122	0.108105	0.0301641	0.126115	0.116016	0.104814	0.000618084	0.0811165	0.000443568	0.0308869	0.0452148	0.420806	0.0534258	0.00506004	0.12584	0.121846	0.164322	0.0507714	0.0325704	0.131784	0.0308908	0.00250689	0.0764442	0.125861	0.0720826	0.00204668	0.274442	0.00899119	0.0555952	0.0442175	0.0693985	0.00572853	0.0113229	0.119969	0.198462	0.558325	1.03896	2.20425	5	3.89473
2776000	-718.1707	-733.3389	15.16815	10	2.015517	0.095843	0.00980279	0.140356	0.512228	0.0167913	0.145223	0.00348636	0.0253956	0.0629878	0.00288631	0.0427165	0.0515221	0.00641896	0.176729	0.0847085	0.0524645	0.0894191	0.0183756	0.0498153	0.0462427	0.0165684	0.0888332	0.0619948	0.0266608	0.103082	0.0216789	0.0241586	0.0498621	0.173985	0.47672	0.023808	0.15967	0.0191212	0.0287892	0.495328	0.0956438	0.140877	0.025815	0.27198	0.109459	0.0461208	0.040248	0.103507	0.0690027	0.0198493	0.161408	0.0724653	0.106813	0.0409883	0.185314	0.0571927	0.29512	0.656654	1.07037	1.97785	5	4.950359
2777000	-694.0832	-712.7156	18.63235	10	3.463232	0.0628281	0.0555306	0.0737334	0.147461	0.121679	0.0818822	0.0712438	0.11021	0.186093	0.0706286	0.00347152	0.0189624	0.0185458	0.0128876	0.00358168	0.0185748	0.0351976	0.0482271	0.0749172	0.0135844	0.0577241	0.107571	0.0133808	0.00386376	0.0361956	0.00251941	0.0359357	0.264829	0.616746	0.0342368	0.0146979	0.0377261	0.325776	0.139926	0.00803338	0.00863552	0.0362889	0.441149	0.019691	0.0426877	0.00230454	0.465547	0.0777282	0.0107492	0.0334469	0.0177174	0.0212728	0.0604516	0.261837	0.0271166	0.102997	0.422201	0.754329	1.08401	1.73946	5	4.558023
2778000	-710.1688	-728.2169	18.04807	10	0.9979019	0.0117352	0.0539889	0.05342	0.240536	0.235122	0.0679933	0.280425	0.112553	0.0955681	0.0646543	0.0339395	0.00604976	0.0642939	0.00682165	0.0130216	0.100137	0.0347771	0.0572174	0.0401912	0.0589773	0.13945	0.0433856	0.0265233	0.0370932	0.0847062	0.00615393	0.0418331	0.231924	0.229234	0.109147	0.109156	0.0391541	0.166801	0.108572	0.00494239	0.0978987	0.37164	0.217931	0.0864658	0.0078583	0.0364384	0.0011167	0.310947	0.240231	0.0818558	0.039086	0.0653522	0.163163	0.0127511	0.0445202	0.225584	0.136535	0.47612	0.999652	2.38769	5	5.012337
2779000	-713.9908	-726.2981	12.30722	10	1.016231	0.0915544	0.0053865	0.0702567	0.201289	0.459872	0.170889	0.00440444	0.00973161	0.0321302	0.0319189	0.000758317	0.0199658	0.0291083	0.00439964	0.0399653	0.0783744	0.0699189	0.0553026	0.0414421	0.0189114	0.077259	0.0254307	0.032597	0.0271636	0.114107	0.0597516	0.00970736	0.168323	0.210489	0.108196	0.0240877	0.04271	0.0242869	0.00417586	0.0318916	0.466021	0.645005	0.497386	0.134408	0.114347	0.00718619	0.0363253	0.171477	0.243143	0.0254648	0.0940696	0.11502	0.0200606	0.171132	0.15192	0.0751336	0.140181	0.481577	1.00264	2.3756	5	5.363856
2780000	-699.5005	-718.0535	18.55292	10	2.058166	0.00843422	0.00553161	0.0393075	0.281797	0.0841688	0.101891	0.108686	0.0999097	0.0052002	0.144277	0.031061	0.00384285	0.115349	0.0438764	0.00433903	0.00980896	0.00215737	0.0574476	0.0663535	0.0218662	0.191608	0.0954041	0.0554053	0.0158807	0.0963756	0.017582	0.00174046	0.00647571	0.0421162	0.0683958	0.0707659	9.96436e-05	0.220036	0.0604402	0.00593858	0.0273338	0.168241	0.486189	0.0519386	0.0738408	0.128028	0.0739467	0.0916343	0.324793	0.0484917	0.225522	0.2712	0.0435977	0.0695992	0.219269	0.0614306	0.30012	0.66106	1.07138	1.96744	5	4.548624
2781000	-716.341	-726.9706	10.62958	10	1.158997	0.00279347	0.0333246	0.0108492	0.111474	0.00684406	0.00630361	0.00232469	0.0772718	0.14348	0.0533983	0.0897531	0.021255	0.00596039	0.0976849	0.00228054	0.131739	0.0393417	0.0227506	0.0719454	0.0150378	0.0569705	0.0705647	0.0246782	0.0171475	0.136581	0.00703708	0.0409819	0.0524951	0.0537998	0.117042	0.450236	0.112204	0.0911432	0.127608	0.0300016	0.140979	0.31488	0.0421692	0.295254	0.0695565	0.0442378	0.0497338	0.300897	0.141551	0.218196	0.0106143	0.0121061	0.746142	0.219906	0.267	0.0506665	0.167544	0.519829	1.02205	2.29057	5	5.258192
2782000	-693.731	-723.2851	29.55403	10	1.00292	0.158632	0.000579392	0.0299873	0.199299	0.0682692	0.00364494	0.00406724	0.00989265	0.0955381	0.0358286	0.133762	0.0706063	0.0218357	0.0155933	0.0102175	0.0016088	0.0568	0.0830692	0.0407315	0.0157079	0.0266581	0.0452102	0.0480043	0.00022577	0.0650749	0.0790376	0.0633962	0.0962847	0.158339	0.140209	0.17695	0.00276441	0.0548906	0.328312	0.278149	0.00649526	0.264487	0.139042	0.00557563	0.0944471	0.0560275	0.292594	0.0884419	0.00768073	0.209462	0.0104061	0.016995	0.0764451	0.023919	0.199806	0.00856576	0.137536	0.477628	1.00048	2.38435	5	4.119567
