Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
52000	-328.2847	-374.4688	46.18416	10	0.9200087	0.0878338	0.0588101	0.0382324	0.0562178	0.0582442	0.0216651	0.346298	0.0236418	0.0311368	0.0638172	0.18113	0.00785814	0.00416095	0.178409	0.0084241	0.13837	0.289994	0.0079084	0.11315	0.00663186	0.184496	0.00562882	0.279554	0.278538	0.289846	0.12073	0.451314	0.985369	2.44259	5	2.759996
53000	-324.9551	-369.7453	44.79023	10	0.5803717	0.161069	0.0756366	0.073549	0.0208577	0.00645661	0.0398057	0.318855	0.00573119	0.0229559	0.0117205	0.215488	0.0363333	0.0177958	0.172763	0.367592	0.139327	0.193399	0.117554	0.120441	0.0758212	0.360551	0.141524	0.0319876	0.23611	0.14713	0.0490866	0.301184	0.870965	2.77876	5	3.110455
54000	-334.3741	-384.0355	49.6614	10	2.430211	0.0237249	0.0366509	0.0445334	0.161346	0.0158379	0.0305457	0.220337	0.0866436	0.0466488	0.138476	0.175899	0.0598177	0.0227178	0.119354	0.178796	0.0897036	0.0865173	0.197213	0.255844	0.0330328	0.187031	0.111285	0.174181	0.262197	0.0539726	0.339739	0.694142	1.07779	1.88833	5	2.812307
55000	-325.0185	-376.6556	51.6371	10	0.6235683	0.203532	0.0034601	0.040435	0.00359322	0.0312998	0.0945634	0.202703	0.020957	0.135531	0.00257996	0.201832	0.0887362	0.0131475	0.0556187	0.210395	0.146982	0.141366	0.196967	0.124864	0.153251	0.035078	0.231553	0.160676	0.00328051	0.165655	0.0580025	0.325122	0.892882	2.72399	5	2.668056
56000	-307.5605	-375.4302	67.86971	10	0.05855775	0.0439654	0.00712105	0.0240295	0.00150435	0.00435941	0.0198568	0.118852	0.00963173	0.00774064	0.0902806	0.181285	0.00243322	0.00428425	0.0561261	0.0725956	0.0787356	0.188031	0.0261897	0.0601694	0.120503	0.233624	5.98159e-05	0.0235925	0.0598515	0.0384611	2.90718e-11	8.03967e-06	0.0122772	3.98771	5	1.473284
57000	-337.1768	-375.6928	38.51603	2	0.2239768	0.0485251	0.0559865	0.0255765	0.00425968	0.00127832	0.0630324	0.0375676	0.0439117	0.0482234	0.0318579	0.18231	0.0523925	0.0338716	0.0662605	0.118322	0.129371	0.125723	0.0713659	0.0968551	0.00721796	0.281579	0.253224	0.055729	0.0897066	0.0940411	0.00111216	0.0486512	0.443306	3.50693	4	2.018188
58000	-337.5245	-378.8744	41.34985	10	0.8004903	0.212826	0.0389083	0.0587385	0.150905	0.0280759	0.00338293	0.0752142	0.122137	0.0553674	0.103297	0.254375	0.0413742	0.138325	0.169766	0.0573075	0.0956997	0.331491	0.0502682	0.182683	0.112788	0.267297	0.301388	0.0914834	0.212426	0.170569	0.0956631	0.407331	0.957091	2.53991	5	3.326092
59000	-344.0232	-384.5285	40.50537	10	1.311019	0.103722	0.102381	0.179751	0.100987	0.0568389	0.0419303	0.151717	0.0511748	0.0221191	0.0279325	0.166088	0.123211	0.014458	0.0485677	0.276968	0.120642	0.347283	0.398417	0.0494409	0.16933	0.0583469	0.0395507	0.0590953	0.194839	0.371029	0.194598	0.553747	1.03709	2.21457	5	3.275819
60000	-334.7911	-376.061	41.26983	10	0.5813266	0.0666023	0.135759	0.0223782	0.0504039	0.00709241	0.122305	0.0134572	0.0250857	0.0300454	0.0262254	0.0522292	0.367613	0.103836	0.141959	0.392132	0.407646	0.0540141	0.0314678	0.324167	0.370435	0.232653	0.21944	0.0701264	0.0666456	0.327014	0.0492809	0.301732	0.871485	2.7775	5	3.660734
61000	-340.1227	-382.7905	42.66788	10	1.543229	0.0429754	0.0735969	0.135984	0.0264676	0.147713	0.0208986	0.257938	0.0126739	0.0438682	0.0779106	0.300219	0.0336332	0.0236797	0.247746	0.168846	0.0665347	0.263027	0.179636	0.0840489	0.0813332	0.271677	0.337031	0.088635	0.0326464	0.149992	0.231924	0.595597	1.05286	2.11962	5	3.168712
62000	-323.6782	-374.4788	50.80056	10	0.2773861	0.0585685	0.07156	0.13991	0.016619	0.0610173	0.0183583	0.0778917	0.0392156	0.000861681	0.0886084	0.0483993	0.0728038	0.0394413	0.0586647	0.202353	0.314682	0.128392	0.104125	0.0292715	0.0304358	0.102498	0.0164055	0.103679	0.162079	0.467493	0.00364058	0.0870629	0.555797	3.3535	5	2.453334
63000	-327.5226	-378.1952	50.67262	10	0.4080265	0.0478673	0.0623102	0.0848316	0.0282804	0.0337569	0.0345949	0.212669	0.0757672	0.0238613	0.0381226	0.0122137	0.143985	0.0817042	0.00514125	0.00701964	0.347962	0.187776	0.172356	0.144381	0.00361428	0.564039	0.0363734	0.18159	0.038082	0.137403	0.0178892	0.187726	0.739822	3.05456	5	2.7057
64000	-333.9615	-377.3271	43.36564	10	0.5758123	0.0387394	0.260514	0.132113	0.0799259	0.0142673	0.0723475	0.207643	0.0142534	0.0529334	0.175544	0.374357	0.0356424	0.0156428	0.076659	0.3778	0.304907	0.171816	0.118639	0.0800574	0.130461	0.0430938	0.331317	0.0323282	0.473929	0.00989936	0.0481608	0.298557	0.868459	2.78482	5	3.624829
